id,nx,ny,lat,lon,SRG,SAMPLE_RSG_ID1
"2333","240","206",-13.25,-59.75,Ferralsols,10
"2334","241","206",-13.25,-59.25,Ferralsols,10
"2335","242","206",-13.25,-58.75,Ferralsols,10
"2336","243","206",-13.25,-58.25,Ferralsols,10
"2337","244","206",-13.25,-57.75,Ferralsols,10
"2338","245","206",-13.25,-57.25,Ferralsols,10
"2339","246","206",-13.25,-56.75,Ferralsols,10
"2340","247","206",-13.25,-56.25,Ferralsols,10
"2341","248","206",-13.25,-55.75,Ferralsols,10
"2342","249","206",-13.25,-55.25,Ferralsols,10
"2343","250","206",-13.25,-54.75,Ferralsols,10
"2344","251","206",-13.25,-54.25,Ferralsols,10
"2345","252","206",-13.25,-53.75,Ferralsols,10
"2346","253","206",-13.25,-53.25,Ferralsols,10
"2347","254","206",-13.25,-52.75,Ferralsols,10
"2348","255","206",-13.25,-52.25,Ferralsols,10
"2349","256","206",-13.25,-51.75,Ferralsols,10
"2350","257","206",-13.25,-51.25,Plinthosols,27
"2351","258","206",-13.25,-50.75,Gleysols,18
"2352","259","206",-13.25,-50.25,Ferralsols,10
"2353","260","206",-13.25,-49.75,Ferralsols,10
"2354","261","206",-13.25,-49.25,Ferralsols,10
"2355","262","206",-13.25,-48.75,Ferralsols,10
"2356","263","206",-13.25,-48.25,Ferralsols,10
"2357","264","206",-13.25,-47.75,Plinthosols,27
"2358","265","206",-13.25,-47.25,Plinthosols,27
"2359","266","206",-13.25,-46.75,Plinthosols,27
"2360","267","206",-13.25,-46.25,Ferralsols,10
"2361","268","206",-13.25,-45.75,Ferralsols,10
"2362","211","207",-13.75,-74.25,Regosols,4
"2363","212","207",-13.75,-73.75,Regosols,4
"2364","213","207",-13.75,-73.25,Regosols,4
"2365","214","207",-13.75,-72.75,Regosols,4
"2366","215","207",-13.75,-72.25,Regosols,4
"2367","216","207",-13.75,-71.75,Regosols,4
"2368","217","207",-13.75,-71.25,Regosols,4
"2369","218","207",-13.75,-70.75,Regosols,4
"2370","219","207",-13.75,-70.25,Regosols,4
"2371","220","207",-13.75,-69.75,Regosols,4
"2372","221","207",-13.75,-69.25,Cambisols,25
"2373","222","207",-13.75,-68.75,Cambisols,25
"2374","223","207",-13.75,-68.25,Cambisols,25
"2375","224","207",-13.75,-67.75,Ferralsols,10
"2376","225","207",-13.75,-67.25,Ferralsols,10
"2377","226","207",-13.75,-66.75,Gleysols,18
"2378","227","207",-13.75,-66.25,Gleysols,18
"2379","228","207",-13.75,-65.75,Gleysols,18
"2380","229","207",-13.75,-65.25,Gleysols,18
"2381","230","207",-13.75,-64.75,Gleysols,18
"2382","231","207",-13.75,-64.25,Gleysols,18
"2383","232","207",-13.75,-63.75,Gleysols,18
"2384","233","207",-13.75,-63.25,Gleysols,18
"2385","234","207",-13.75,-62.75,Ferralsols,10
"2386","235","207",-13.75,-62.25,Ferralsols,10
"2387","236","207",-13.75,-61.75,Ferralsols,10
"2388","237","207",-13.75,-61.25,Ferralsols,10
"2389","238","207",-13.75,-60.75,Acrisols,1
"2390","239","207",-13.75,-60.25,Lixisols,7
"2391","240","207",-13.75,-59.75,Ferralsols,10
"2392","241","207",-13.75,-59.25,Ferralsols,10
"2393","242","207",-13.75,-58.75,Ferralsols,10
"2394","243","207",-13.75,-58.25,Ferralsols,10
"2395","244","207",-13.75,-57.75,Ferralsols,10
"2396","245","207",-13.75,-57.25,Ferralsols,10
"2397","246","207",-13.75,-56.75,Ferralsols,10
"2398","247","207",-13.75,-56.25,Ferralsols,10
"2399","248","207",-13.75,-55.75,Ferralsols,10
"2400","249","207",-13.75,-55.25,Ferralsols,10
"2401","250","207",-13.75,-54.75,Ferralsols,10
"2402","251","207",-13.75,-54.25,Ferralsols,10
"2403","252","207",-13.75,-53.75,Ferralsols,10
"2404","253","207",-13.75,-53.25,Ferralsols,10
"2405","254","207",-13.75,-52.75,Ferralsols,10
"2406","255","207",-13.75,-52.25,Ferralsols,10
"2407","256","207",-13.75,-51.75,Ferralsols,10
"2408","257","207",-13.75,-51.25,Plinthosols,27
"2409","258","207",-13.75,-50.75,Plinthosols,27
"2410","259","207",-13.75,-50.25,Ferralsols,10
"2411","260","207",-13.75,-49.75,Ferralsols,10
"2412","261","207",-13.75,-49.25,Ferralsols,10
"2413","262","207",-13.75,-48.75,Acrisols,1
"2414","263","207",-13.75,-48.25,Acrisols,1
"2415","264","207",-13.75,-47.75,Cambisols,25
"2416","265","207",-13.75,-47.25,Cambisols,25
"2417","266","207",-13.75,-46.75,Plinthosols,27
"2418","267","207",-13.75,-46.25,Ferralsols,10
"2419","268","207",-13.75,-45.75,Ferralsols,10
"2420","211","208",-14.25,-74.25,Undef,3
"2421","212","208",-14.25,-73.75,Undef,3
"2422","213","208",-14.25,-73.25,Undef,3
"2423","214","208",-14.25,-72.75,Undef,3
"2424","215","208",-14.25,-72.25,Undef,3
"2425","216","208",-14.25,-71.75,Regosols,4
"2426","217","208",-14.25,-71.25,Regosols,4
"2427","218","208",-14.25,-70.75,Regosols,4
"2428","220","208",-14.25,-69.75,Regosols,4
"2429","221","208",-14.25,-69.25,Regosols,4
"2430","222","208",-14.25,-68.75,Cambisols,25
"2431","223","208",-14.25,-68.25,Cambisols,25
"2432","224","208",-14.25,-67.75,Cambisols,25
"2433","225","208",-14.25,-67.25,Gleysols,18
"2434","226","208",-14.25,-66.75,Gleysols,18
"2435","227","208",-14.25,-66.25,Gleysols,18
"2436","228","208",-14.25,-65.75,Gleysols,18
"2437","229","208",-14.25,-65.25,Gleysols,18
"2438","230","208",-14.25,-64.75,Gleysols,18
"2439","231","208",-14.25,-64.25,Ferralsols,10
"2440","232","208",-14.25,-63.75,Ferralsols,10
"2441","233","208",-14.25,-63.25,Ferralsols,10
"2442","234","208",-14.25,-62.75,Ferralsols,10
"2443","235","208",-14.25,-62.25,Ferralsols,10
"2444","236","208",-14.25,-61.75,Ferralsols,10
"2445","237","208",-14.25,-61.25,Ferralsols,10
"2446","238","208",-14.25,-60.75,Acrisols,1
"2447","239","208",-14.25,-60.25,Plinthosols,27
"2448","240","208",-14.25,-59.75,Ferralsols,10
"2449","241","208",-14.25,-59.25,Ferralsols,10
"2450","242","208",-14.25,-58.75,Ferralsols,10
"2451","243","208",-14.25,-58.25,Ferralsols,10
"2452","244","208",-14.25,-57.75,Ferralsols,10
"2453","245","208",-14.25,-57.25,Ferralsols,10
"2454","246","208",-14.25,-56.75,Ferralsols,10
"2455","247","208",-14.25,-56.25,Ferralsols,10
"2456","248","208",-14.25,-55.75,Ferralsols,10
"2457","249","208",-14.25,-55.25,Cambisols,25
"2458","250","208",-14.25,-54.75,Cambisols,25
"2459","251","208",-14.25,-54.25,Cambisols,25
"2460","252","208",-14.25,-53.75,Cambisols,25
"2461","253","208",-14.25,-53.25,Ferralsols,10
"2462","254","208",-14.25,-52.75,Ferralsols,10
"2463","255","208",-14.25,-52.25,Ferralsols,10
"2464","256","208",-14.25,-51.75,Plinthosols,27
"2465","257","208",-14.25,-51.25,Plinthosols,27
"2466","258","208",-14.25,-50.75,Plinthosols,27
"2467","259","208",-14.25,-50.25,Ferralsols,10
"2468","260","208",-14.25,-49.75,Ferralsols,10
"2469","261","208",-14.25,-49.25,Ferralsols,10
"2470","262","208",-14.25,-48.75,Ferralsols,10
"2471","263","208",-14.25,-48.25,Acrisols,1
"2472","264","208",-14.25,-47.75,Cambisols,25
"2473","265","208",-14.25,-47.25,Plinthosols,27
"2474","266","208",-14.25,-46.75,Plinthosols,27
"2475","267","208",-14.25,-46.25,Ferralsols,10
"2476","268","208",-14.25,-45.75,Ferralsols,10
"2477","215","209",-14.75,-72.25,Undef,3
"2478","216","209",-14.75,-71.75,Undef,3
"2479","217","209",-14.75,-71.25,Regosols,4
"2480","222","209",-14.75,-68.75,Regosols,4
"2481","223","209",-14.75,-68.25,Cambisols,25
"2482","224","209",-14.75,-67.75,Cambisols,25
"2483","225","209",-14.75,-67.25,Cambisols,25
"2484","226","209",-14.75,-66.75,Gleysols,18
"2485","227","209",-14.75,-66.25,Cambisols,25
"2486","228","209",-14.75,-65.75,Cambisols,25
"2487","229","209",-14.75,-65.25,Gleysols,18
"2488","230","209",-14.75,-64.75,Gleysols,18
"2489","231","209",-14.75,-64.25,Ferralsols,10
"2490","232","209",-14.75,-63.75,Ferralsols,10
"2491","233","209",-14.75,-63.25,Ferralsols,10
"2492","234","209",-14.75,-62.75,Ferralsols,10
"2493","235","209",-14.75,-62.25,Ferralsols,10
"2494","236","209",-14.75,-61.75,Ferralsols,10
"2495","237","209",-14.75,-61.25,Ferralsols,10
"2496","238","209",-14.75,-60.75,Ferralsols,10
"2497","239","209",-14.75,-60.25,Undef,3
"2498","240","209",-14.75,-59.75,Ferralsols,10
"2499","241","209",-14.75,-59.25,Ferralsols,10
"2500","242","209",-14.75,-58.75,Ferralsols,10
"2501","243","209",-14.75,-58.25,Ferralsols,10
"2502","244","209",-14.75,-57.75,Ferralsols,10
"2503","245","209",-14.75,-57.25,Ferralsols,10
"2504","246","209",-14.75,-56.75,Undef,3
"2505","247","209",-14.75,-56.25,Acrisols,1
"2506","248","209",-14.75,-55.75,Acrisols,1
"2507","249","209",-14.75,-55.25,Acrisols,1
"2508","250","209",-14.75,-54.75,Acrisols,1
"2509","251","209",-14.75,-54.25,Arenosols,17
"2510","252","209",-14.75,-53.75,Arenosols,17
"2511","253","209",-14.75,-53.25,Arenosols,17
"2512","254","209",-14.75,-52.75,Ferralsols,10
"2513","255","209",-14.75,-52.25,Ferralsols,10
"2514","256","209",-14.75,-51.75,Plinthosols,27
"2515","257","209",-14.75,-51.25,Plinthosols,27
"2516","258","209",-14.75,-50.75,Ferralsols,10
"2517","259","209",-14.75,-50.25,Ferralsols,10
"2518","260","209",-14.75,-49.75,Acrisols,1
"2519","261","209",-14.75,-49.25,Ferralsols,10
"2520","262","209",-14.75,-48.75,Acrisols,1
"2521","263","209",-14.75,-48.25,Acrisols,1
"2522","264","209",-14.75,-47.75,Cambisols,25
"2523","265","209",-14.75,-47.25,Plinthosols,27
"2524","266","209",-14.75,-46.75,Ferralsols,10
"2525","216","210",-15.25,-71.75,Undef,3
"2526","222","210",-15.25,-68.75,Regosols,4
"2527","223","210",-15.25,-68.25,Regosols,4
"2528","224","210",-15.25,-67.75,Luvisols,11
"2529","225","210",-15.25,-67.25,Luvisols,11
"2530","226","210",-15.25,-66.75,Cambisols,25
"2531","227","210",-15.25,-66.25,Cambisols,25
"2532","228","210",-15.25,-65.75,Gleysols,18
"2533","229","210",-15.25,-65.25,Gleysols,18
"2534","230","210",-15.25,-64.75,Ferralsols,10
"2535","231","210",-15.25,-64.25,Gleysols,18
"2536","232","210",-15.25,-63.75,Ferralsols,10
"2537","233","210",-15.25,-63.25,Ferralsols,10
"2538","234","210",-15.25,-62.75,Ferralsols,10
"2539","235","210",-15.25,-62.25,Ferralsols,10
"2540","236","210",-15.25,-61.75,Ferralsols,10
"2541","237","210",-15.25,-61.25,Ferralsols,10
"2542","238","210",-15.25,-60.75,Ferralsols,10
"2543","239","210",-15.25,-60.25,Acrisols,1
"2544","240","210",-15.25,-59.75,Acrisols,1
"2545","241","210",-15.25,-59.25,Ferralsols,10
"2546","242","210",-15.25,-58.75,Lixisols,7
"2547","243","210",-15.25,-58.25,Ferralsols,10
"2548","244","210",-15.25,-57.75,Ferralsols,10
"2549","245","210",-15.25,-57.25,Plinthosols,27
"2550","246","210",-15.25,-56.75,Acrisols,1
"2551","247","210",-15.25,-56.25,Acrisols,1
"2552","248","210",-15.25,-55.75,Arenosols,17
"2553","249","210",-15.25,-55.25,Arenosols,17
"2554","250","210",-15.25,-54.75,Arenosols,17
"2555","251","210",-15.25,-54.25,Arenosols,17
"2556","252","210",-15.25,-53.75,Arenosols,17
"2557","253","210",-15.25,-53.25,Arenosols,17
"2558","254","210",-15.25,-52.75,Arenosols,17
"2559","255","210",-15.25,-52.25,Ferralsols,10
"2560","256","210",-15.25,-51.75,Ferralsols,10
"2561","257","210",-15.25,-51.25,Ferralsols,10
"2562","258","210",-15.25,-50.75,Ferralsols,10
"2563","259","210",-15.25,-50.25,Ferralsols,10
"2564","260","210",-15.25,-49.75,Ferralsols,10
"2565","261","210",-15.25,-49.25,Cambisols,25
"2566","262","210",-15.25,-48.75,Cambisols,25
"2567","263","210",-15.25,-48.25,Cambisols,25
"2568","264","210",-15.25,-47.75,Cambisols,25
"2569","265","210",-15.25,-47.25,Ferralsols,10
"2570","266","210",-15.25,-46.75,Ferralsols,10
"2571","224","211",-15.75,-67.75,Luvisols,11
"2572","225","211",-15.75,-67.25,Luvisols,11
"2573","226","211",-15.75,-66.75,Undef,3
"2574","227","211",-15.75,-66.25,Cambisols,25
"2575","228","211",-15.75,-65.75,Ferralsols,10
"2576","229","211",-15.75,-65.25,Ferralsols,10
"2577","230","211",-15.75,-64.75,Ferralsols,10
"2578","231","211",-15.75,-64.25,Ferralsols,10
"2579","232","211",-15.75,-63.75,Ferralsols,10
"2580","233","211",-15.75,-63.25,Ferralsols,10
"2581","234","211",-15.75,-62.75,Ferralsols,10
"2582","235","211",-15.75,-62.25,Ferralsols,10
"2583","236","211",-15.75,-61.75,Ferralsols,10
"2584","237","211",-15.75,-61.25,Ferralsols,10
"2585","238","211",-15.75,-60.75,Ferralsols,10
"2586","239","211",-15.75,-60.25,Ferralsols,10
"2587","240","211",-15.75,-59.75,Acrisols,1
"2588","241","211",-15.75,-59.25,Acrisols,1
"2589","242","211",-15.75,-58.75,Acrisols,1
"2590","243","211",-15.75,-58.25,Ferralsols,10
"2591","244","211",-15.75,-57.75,Plinthosols,27
"2592","245","211",-15.75,-57.25,Undef,3
"2593","246","211",-15.75,-56.75,Acrisols,1
"2594","247","211",-15.75,-56.25,Acrisols,1
"2595","248","211",-15.75,-55.75,Acrisols,1
"2596","249","211",-15.75,-55.25,Arenosols,17
"2597","250","211",-15.75,-54.75,Arenosols,17
"2598","251","211",-15.75,-54.25,Arenosols,17
"2599","252","211",-15.75,-53.75,Arenosols,17
"2600","253","211",-15.75,-53.25,Arenosols,17
"2601","254","211",-15.75,-52.75,Arenosols,17
"2602","255","211",-15.75,-52.25,Ferralsols,10
"2603","256","211",-15.75,-51.75,Ferralsols,10
"2604","257","211",-15.75,-51.25,Ferralsols,10
"2605","258","211",-15.75,-50.75,Ferralsols,10
"2606","259","211",-15.75,-50.25,Ferralsols,10
"2607","260","211",-15.75,-49.75,Ferralsols,10
"2608","261","211",-15.75,-49.25,Acrisols,1
"2609","262","211",-15.75,-48.75,Cambisols,25
"2610","224","212",-16.25,-67.75,Regosols,4
"2611","225","212",-16.25,-67.25,Regosols,4
"2612","226","212",-16.25,-66.75,Undef,3
"2613","227","212",-16.25,-66.25,Undef,3
"2614","228","212",-16.25,-65.75,Cambisols,25
"2615","229","212",-16.25,-65.25,Ferralsols,10
"2616","230","212",-16.25,-64.75,Ferralsols,10
"2617","231","212",-16.25,-64.25,Ferralsols,10
"2618","232","212",-16.25,-63.75,Ferralsols,10
"2619","233","212",-16.25,-63.25,Ferralsols,10
"2620","234","212",-16.25,-62.75,Ferralsols,10
"2621","235","212",-16.25,-62.25,Ferralsols,10
"2622","236","212",-16.25,-61.75,Ferralsols,10
"2623","237","212",-16.25,-61.25,Ferralsols,10
"2624","238","212",-16.25,-60.75,Ferralsols,10
"2625","239","212",-16.25,-60.25,Ferralsols,10
"2626","240","212",-16.25,-59.75,Plinthosols,27
"2627","241","212",-16.25,-59.25,Acrisols,1
"2628","242","212",-16.25,-58.75,Acrisols,1
"2629","243","212",-16.25,-58.25,Plinthosols,27
"2630","244","212",-16.25,-57.75,Plinthosols,27
"2631","245","212",-16.25,-57.25,Acrisols,1
"2632","246","212",-16.25,-56.75,Acrisols,1
"2633","247","212",-16.25,-56.25,Acrisols,1
"2634","248","212",-16.25,-55.75,Plinthosols,27
"2635","249","212",-16.25,-55.25,Arenosols,17
"2636","250","212",-16.25,-54.75,Ferralsols,10
"2637","251","212",-16.25,-54.25,Ferralsols,10
"2638","252","212",-16.25,-53.75,Arenosols,17
"2639","253","212",-16.25,-53.25,Arenosols,17
"2640","254","212",-16.25,-52.75,Arenosols,17
"2641","255","212",-16.25,-52.25,Ferralsols,10
"2642","256","212",-16.25,-51.75,Ferralsols,10
"2643","257","212",-16.25,-51.25,Ferralsols,10
"2644","258","212",-16.25,-50.75,Ferralsols,10
"2645","259","212",-16.25,-50.25,Ferralsols,10
"2646","224","213",-16.75,-67.75,Regosols,4
"2647","225","213",-16.75,-67.25,Regosols,4
"2648","226","213",-16.75,-66.75,Regosols,4
"2649","227","213",-16.75,-66.25,Undef,3
"2650","228","213",-16.75,-65.75,Undef,3
"2651","229","213",-16.75,-65.25,Cambisols,25
"2652","230","213",-16.75,-64.75,Ferralsols,10
"2653","231","213",-16.75,-64.25,Ferralsols,10
"2654","232","213",-16.75,-63.75,Ferralsols,10
"2655","233","213",-16.75,-63.25,Gleysols,18
"2656","234","213",-16.75,-62.75,Ferralsols,10
"2657","235","213",-16.75,-62.25,Ferralsols,10
"2658","236","213",-16.75,-61.75,Ferralsols,10
"2659","237","213",-16.75,-61.25,Ferralsols,10
"2660","238","213",-16.75,-60.75,Ferralsols,10
"2661","243","213",-16.75,-58.25,Plinthosols,27
"2662","244","213",-16.75,-57.75,Plinthosols,27
"2663","245","213",-16.75,-57.25,Plinthosols,27
"2664","246","213",-16.75,-56.75,Plinthosols,27
"2665","247","213",-16.75,-56.25,Plinthosols,27
"2666","248","213",-16.75,-55.75,Plinthosols,27
"2667","249","213",-16.75,-55.25,Plinthosols,27
"2668","250","213",-16.75,-54.75,Ferralsols,10
"2669","251","213",-16.75,-54.25,Ferralsols,10
"2670","252","213",-16.75,-53.75,Ferralsols,10
"2671","253","213",-16.75,-53.25,Ferralsols,10
"2672","254","213",-16.75,-52.75,Ferralsols,10
"2673","255","213",-16.75,-52.25,Ferralsols,10
"2674","256","213",-16.75,-51.75,Ferralsols,10
"2675","257","213",-16.75,-51.25,Ferralsols,10
"2676","258","213",-16.75,-50.75,Ferralsols,10
"2677","259","213",-16.75,-50.25,Ferralsols,10
"2678","226","214",-17.25,-66.75,Undef,3
"2679","227","214",-17.25,-66.25,Regosols,4
"2680","228","214",-17.25,-65.75,Undef,3
"2681","229","214",-17.25,-65.25,Undef,3
"2682","230","214",-17.25,-64.75,Undef,3
"2683","231","214",-17.25,-64.25,Ferralsols,10
"2684","232","214",-17.25,-63.75,Ferralsols,10
"2685","233","214",-17.25,-63.25,Ferralsols,10
"2686","234","214",-17.25,-62.75,Ferralsols,10
"2687","235","214",-17.25,-62.25,Ferralsols,10
"2688","236","214",-17.25,-61.75,Ferralsols,10
"2689","237","214",-17.25,-61.25,Ferralsols,10
"2690","238","214",-17.25,-60.75,Ferralsols,10
"2691","239","214",-17.25,-60.25,Ferralsols,10
"2692","244","214",-17.25,-57.75,Plinthosols,27
"2693","245","214",-17.25,-57.25,Plinthosols,27
"2694","246","214",-17.25,-56.75,Plinthosols,27
"2695","247","214",-17.25,-56.25,Plinthosols,27
"2696","249","214",-17.25,-55.25,Plinthosols,27
"2697","250","214",-17.25,-54.75,Ferralsols,10
"2698","251","214",-17.25,-54.25,Ferralsols,10
"2699","252","214",-17.25,-53.75,Ferralsols,10
"2700","253","214",-17.25,-53.25,Ferralsols,10
"2701","254","214",-17.25,-52.75,Ferralsols,10
"2702","255","214",-17.25,-52.25,Ferralsols,10
"2703","227","215",-17.75,-66.25,Undef,3
"2704","228","215",-17.75,-65.75,Undef,3
"2705","229","215",-17.75,-65.25,Undef,3
"2706","230","215",-17.75,-64.75,Undef,3
"2707","231","215",-17.75,-64.25,Undef,3
"2708","232","215",-17.75,-63.75,Undef,3
"2709","233","215",-17.75,-63.25,Ferralsols,10
"2710","234","215",-17.75,-62.75,Ferralsols,10
"2711","235","215",-17.75,-62.25,Ferralsols,10
"2712","236","215",-17.75,-61.75,Ferralsols,10
"2713","237","215",-17.75,-61.25,Ferralsols,10
"2714","238","215",-17.75,-60.75,Ferralsols,10
"2715","239","215",-17.75,-60.25,Ferralsols,10
"2716","227","216",-18.25,-66.25,Undef,3
"2717","228","216",-18.25,-65.75,Undef,3
"2718","229","216",-18.25,-65.25,Undef,3
"2719","230","216",-18.25,-64.75,Undef,3
"2720","231","216",-18.25,-64.25,Undef,3
"2721","232","216",-18.25,-63.75,Undef,3
"2722","233","216",-18.25,-63.25,Ferralsols,10
"2723","234","216",-18.25,-62.75,Cambisols,25
"2724","235","216",-18.25,-62.25,Cambisols,25
"2725","236","216",-18.25,-61.75,Cambisols,25
"2726","237","216",-18.25,-61.25,Cambisols,25
"2727","238","216",-18.25,-60.75,Luvisols,11
"2728","239","216",-18.25,-60.25,Ferralsols,10
"2729","227","217",-18.75,-66.25,Undef,3
"2730","228","217",-18.75,-65.75,Undef,3
"2731","229","217",-18.75,-65.25,Undef,3
"2732","230","217",-18.75,-64.75,Undef,3
"2733","231","217",-18.75,-64.25,Undef,3
"2734","232","217",-18.75,-63.75,Undef,3
"2735","233","217",-18.75,-63.25,Cambisols,25
"2736","234","217",-18.75,-62.75,Cambisols,25
"2737","235","217",-18.75,-62.25,Cambisols,25
"2738","236","217",-18.75,-61.75,Undef,
"2739","237","217",-18.75,-61.25,Cambisols,25
"2740","238","217",-18.75,-60.75,Cambisols,25
"2741","231","218",-19.25,-64.25,Undef,3
"2742","232","218",-19.25,-63.75,Undef,3
"2743","233","218",-19.25,-63.25,Cambisols,25
"2744","234","218",-19.25,-62.75,Cambisols,25
"2745","235","218",-19.25,-62.25,Cambisols,25
"2746","231","219",-19.75,-64.25,Undef,3
"2747","232","219",-19.75,-63.75,Undef,3
"2748","233","219",-19.75,-63.25,Undef,3
"2749","234","219",-19.75,-62.75,Cambisols,25
"2750","233","220",-20.25,-63.25,Undef,3
