id,nx,ny,lat,lon,SRG,SAMPLE_RSG_ID1
"1801","258","197",-8.75,-50.75,Acrisols,1
"1802","259","197",-8.75,-50.25,Acrisols,1
"1803","260","197",-8.75,-49.75,Acrisols,1
"1804","261","197",-8.75,-49.25,Acrisols,1
"1805","262","197",-8.75,-48.75,Acrisols,1
"1806","263","197",-8.75,-48.25,Arenosols,17
"1807","264","197",-8.75,-47.75,Acrisols,1
"1808","265","197",-8.75,-47.25,Acrisols,1
"1809","266","197",-8.75,-46.75,Ferralsols,10
"1810","267","197",-8.75,-46.25,Ferralsols,10
"1811","268","197",-8.75,-45.75,Ferralsols,10
"1812","206","198",-9.25,-76.75,Undef,3
"1813","207","198",-9.25,-76.25,Undef,3
"1814","208","198",-9.25,-75.75,Undef,3
"1815","209","198",-9.25,-75.25,Cambisols,25
"1816","210","198",-9.25,-74.75,Cambisols,25
"1817","211","198",-9.25,-74.25,Gleysols,18
"1818","212","198",-9.25,-73.75,Gleysols,18
"1819","213","198",-9.25,-73.25,Cambisols,25
"1820","214","198",-9.25,-72.75,Cambisols,25
"1821","215","198",-9.25,-72.25,Cambisols,25
"1822","216","198",-9.25,-71.75,Cambisols,25
"1823","217","198",-9.25,-71.25,Cambisols,25
"1824","218","198",-9.25,-70.75,Cambisols,25
"1825","219","198",-9.25,-70.25,Cambisols,25
"1826","220","198",-9.25,-69.75,Cambisols,25
"1827","221","198",-9.25,-69.25,Cambisols,25
"1828","222","198",-9.25,-68.75,Acrisols,1
"1829","223","198",-9.25,-68.25,Acrisols,1
"1830","224","198",-9.25,-67.75,Acrisols,1
"1831","225","198",-9.25,-67.25,Acrisols,1
"1832","226","198",-9.25,-66.75,Acrisols,1
"1833","227","198",-9.25,-66.25,Ferralsols,10
"1834","228","198",-9.25,-65.75,Ferralsols,10
"1835","229","198",-9.25,-65.25,Acrisols,1
"1836","230","198",-9.25,-64.75,Acrisols,1
"1837","231","198",-9.25,-64.25,Ferralsols,10
"1838","232","198",-9.25,-63.75,Ferralsols,10
"1839","233","198",-9.25,-63.25,Ferralsols,10
"1840","234","198",-9.25,-62.75,Ferralsols,10
"1841","235","198",-9.25,-62.25,Ferralsols,10
"1842","236","198",-9.25,-61.75,Ferralsols,10
"1843","237","198",-9.25,-61.25,Acrisols,1
"1844","238","198",-9.25,-60.75,Acrisols,1
"1845","239","198",-9.25,-60.25,Ferralsols,10
"1846","240","198",-9.25,-59.75,Ferralsols,10
"1847","241","198",-9.25,-59.25,Ferralsols,10
"1848","242","198",-9.25,-58.75,Acrisols,1
"1849","243","198",-9.25,-58.25,Ferralsols,10
"1850","244","198",-9.25,-57.75,Ferralsols,10
"1851","245","198",-9.25,-57.25,Ferralsols,10
"1852","246","198",-9.25,-56.75,Undef,3
"1853","247","198",-9.25,-56.25,Regosols,4
"1854","248","198",-9.25,-55.75,Regosols,4
"1855","249","198",-9.25,-55.25,Regosols,4
"1856","250","198",-9.25,-54.75,Undef,3
"1857","251","198",-9.25,-54.25,Acrisols,1
"1858","252","198",-9.25,-53.75,Acrisols,1
"1859","253","198",-9.25,-53.25,Ferralsols,10
"1860","254","198",-9.25,-52.75,Ferralsols,10
"1861","255","198",-9.25,-52.25,Acrisols,1
"1862","256","198",-9.25,-51.75,Undef,3
"1863","257","198",-9.25,-51.25,Acrisols,1
"1864","258","198",-9.25,-50.75,Ferralsols,10
"1865","259","198",-9.25,-50.25,Ferralsols,10
"1866","260","198",-9.25,-49.75,Acrisols,1
"1867","261","198",-9.25,-49.25,Acrisols,1
"1868","262","198",-9.25,-48.75,Acrisols,1
"1869","263","198",-9.25,-48.25,Arenosols,17
"1870","264","198",-9.25,-47.75,Acrisols,1
"1871","265","198",-9.25,-47.25,Acrisols,1
"1872","266","198",-9.25,-46.75,Ferralsols,10
"1873","267","198",-9.25,-46.25,Ferralsols,10
"1874","268","198",-9.25,-45.75,Ferralsols,10
"1875","206","199",-9.75,-76.75,Undef,3
"1876","207","199",-9.75,-76.25,Undef,3
"1877","208","199",-9.75,-75.75,Undef,3
"1878","209","199",-9.75,-75.25,Cambisols,25
"1879","210","199",-9.75,-74.75,Cambisols,25
"1880","211","199",-9.75,-74.25,Gleysols,18
"1881","212","199",-9.75,-73.75,Cambisols,25
"1882","213","199",-9.75,-73.25,Cambisols,25
"1883","214","199",-9.75,-72.75,Cambisols,25
"1884","215","199",-9.75,-72.25,Cambisols,25
"1885","216","199",-9.75,-71.75,Cambisols,25
"1886","217","199",-9.75,-71.25,Cambisols,25
"1887","218","199",-9.75,-70.75,Cambisols,25
"1888","219","199",-9.75,-70.25,Cambisols,25
"1889","220","199",-9.75,-69.75,Cambisols,25
"1890","221","199",-9.75,-69.25,Cambisols,25
"1891","222","199",-9.75,-68.75,Acrisols,1
"1892","223","199",-9.75,-68.25,Acrisols,1
"1893","224","199",-9.75,-67.75,Acrisols,1
"1894","225","199",-9.75,-67.25,Acrisols,1
"1895","226","199",-9.75,-66.75,Ferralsols,10
"1896","227","199",-9.75,-66.25,Ferralsols,10
"1897","228","199",-9.75,-65.75,Ferralsols,10
"1898","229","199",-9.75,-65.25,Ferralsols,10
"1899","230","199",-9.75,-64.75,Ferralsols,10
"1900","231","199",-9.75,-64.25,Ferralsols,10
"1901","232","199",-9.75,-63.75,Ferralsols,10
"1902","233","199",-9.75,-63.25,Ferralsols,10
"1903","234","199",-9.75,-62.75,Ferralsols,10
"1904","235","199",-9.75,-62.25,Ferralsols,10
"1905","236","199",-9.75,-61.75,Ferralsols,10
"1906","237","199",-9.75,-61.25,Acrisols,1
"1907","238","199",-9.75,-60.75,Acrisols,1
"1908","239","199",-9.75,-60.25,Ferralsols,10
"1909","240","199",-9.75,-59.75,Ferralsols,10
"1910","241","199",-9.75,-59.25,Ferralsols,10
"1911","242","199",-9.75,-58.75,Acrisols,1
"1912","243","199",-9.75,-58.25,Ferralsols,10
"1913","244","199",-9.75,-57.75,Ferralsols,10
"1914","245","199",-9.75,-57.25,Ferralsols,10
"1915","246","199",-9.75,-56.75,Ferralsols,10
"1916","247","199",-9.75,-56.25,Ferralsols,10
"1917","248","199",-9.75,-55.75,Ferralsols,10
"1918","249","199",-9.75,-55.25,Ferralsols,10
"1919","250","199",-9.75,-54.75,Undef,3
"1920","251","199",-9.75,-54.25,Undef,3
"1921","252","199",-9.75,-53.75,Acrisols,1
"1922","253","199",-9.75,-53.25,Acrisols,1
"1923","254","199",-9.75,-52.75,Acrisols,1
"1924","255","199",-9.75,-52.25,Ferralsols,10
"1925","256","199",-9.75,-51.75,Undef,3
"1926","257","199",-9.75,-51.25,Undef,3
"1927","258","199",-9.75,-50.75,Ferralsols,10
"1928","259","199",-9.75,-50.25,Gleysols,18
"1929","260","199",-9.75,-49.75,Acrisols,1
"1930","261","199",-9.75,-49.25,Acrisols,1
"1931","262","199",-9.75,-48.75,Ferralsols,10
"1932","263","199",-9.75,-48.25,Ferralsols,10
"1933","264","199",-9.75,-47.75,Acrisols,1
"1934","265","199",-9.75,-47.25,Acrisols,1
"1935","266","199",-9.75,-46.75,Ferralsols,10
"1936","267","199",-9.75,-46.25,Ferralsols,10
"1937","268","199",-9.75,-45.75,Ferralsols,10
"1938","206","200",-10.25,-76.75,Undef,3
"1939","207","200",-10.25,-76.25,Undef,3
"1940","208","200",-10.25,-75.75,Undef,3
"1941","209","200",-10.25,-75.25,Undef,3
"1942","210","200",-10.25,-74.75,Cambisols,25
"1943","211","200",-10.25,-74.25,Undef,3
"1944","212","200",-10.25,-73.75,Cambisols,25
"1945","213","200",-10.25,-73.25,Cambisols,25
"1946","214","200",-10.25,-72.75,Cambisols,25
"1947","215","200",-10.25,-72.25,Cambisols,25
"1948","216","200",-10.25,-71.75,Cambisols,25
"1949","217","200",-10.25,-71.25,Cambisols,25
"1950","218","200",-10.25,-70.75,Cambisols,25
"1951","219","200",-10.25,-70.25,Cambisols,25
"1952","220","200",-10.25,-69.75,Cambisols,25
"1953","221","200",-10.25,-69.25,Acrisols,1
"1954","222","200",-10.25,-68.75,Acrisols,1
"1955","223","200",-10.25,-68.25,Acrisols,1
"1956","224","200",-10.25,-67.75,Acrisols,1
"1957","225","200",-10.25,-67.25,Lixisols,7
"1958","226","200",-10.25,-66.75,Ferralsols,10
"1959","227","200",-10.25,-66.25,Ferralsols,10
"1960","228","200",-10.25,-65.75,Ferralsols,10
"1961","229","200",-10.25,-65.25,Ferralsols,10
"1962","230","200",-10.25,-64.75,Acrisols,1
"1963","231","200",-10.25,-64.25,Acrisols,1
"1964","232","200",-10.25,-63.75,Acrisols,1
"1965","233","200",-10.25,-63.25,Acrisols,1
"1966","234","200",-10.25,-62.75,Lixisols,7
"1967","235","200",-10.25,-62.25,Lixisols,7
"1968","236","200",-10.25,-61.75,Acrisols,1
"1969","237","200",-10.25,-61.25,Lixisols,7
"1970","238","200",-10.25,-60.75,Acrisols,1
"1971","239","200",-10.25,-60.25,Acrisols,1
"1972","240","200",-10.25,-59.75,Acrisols,1
"1973","241","200",-10.25,-59.25,Ferralsols,10
"1974","242","200",-10.25,-58.75,Ferralsols,10
"1975","243","200",-10.25,-58.25,Ferralsols,10
"1976","244","200",-10.25,-57.75,Undef,3
"1977","245","200",-10.25,-57.25,Undef,3
"1978","246","200",-10.25,-56.75,Ferralsols,10
"1979","247","200",-10.25,-56.25,Ferralsols,10
"1980","248","200",-10.25,-55.75,Ferralsols,10
"1981","249","200",-10.25,-55.25,Ferralsols,10
"1982","250","200",-10.25,-54.75,Ferralsols,10
"1983","251","200",-10.25,-54.25,Undef,3
"1984","252","200",-10.25,-53.75,Acrisols,1
"1985","253","200",-10.25,-53.25,Ferralsols,10
"1986","254","200",-10.25,-52.75,Ferralsols,10
"1987","255","200",-10.25,-52.25,Ferralsols,10
"1988","256","200",-10.25,-51.75,Ferralsols,10
"1989","257","200",-10.25,-51.25,Ferralsols,10
"1990","258","200",-10.25,-50.75,Ferralsols,10
"1991","259","200",-10.25,-50.25,Gleysols,18
"1992","260","200",-10.25,-49.75,Acrisols,1
"1993","261","200",-10.25,-49.25,Acrisols,1
"1994","262","200",-10.25,-48.75,Ferralsols,10
"1995","263","200",-10.25,-48.25,Ferralsols,10
"1996","264","200",-10.25,-47.75,Acrisols,1
"1997","265","200",-10.25,-47.25,Acrisols,1
"1998","266","200",-10.25,-46.75,Ferralsols,10
"1999","267","200",-10.25,-46.25,Ferralsols,10
"2000","268","200",-10.25,-45.75,Ferralsols,10
"2001","207","201",-10.75,-76.25,Undef,3
"2002","208","201",-10.75,-75.75,Regosols,4
"2003","209","201",-10.75,-75.25,Undef,3
"2004","210","201",-10.75,-74.75,Undef,3
"2005","211","201",-10.75,-74.25,Undef,3
"2006","212","201",-10.75,-73.75,Cambisols,25
"2007","213","201",-10.75,-73.25,Cambisols,25
"2008","214","201",-10.75,-72.75,Cambisols,25
"2009","215","201",-10.75,-72.25,Cambisols,25
"2010","216","201",-10.75,-71.75,Cambisols,25
"2011","217","201",-10.75,-71.25,Cambisols,25
"2012","218","201",-10.75,-70.75,Cambisols,25
"2013","219","201",-10.75,-70.25,Acrisols,1
"2014","220","201",-10.75,-69.75,Acrisols,1
"2015","221","201",-10.75,-69.25,Acrisols,1
"2016","222","201",-10.75,-68.75,Acrisols,1
"2017","223","201",-10.75,-68.25,Lixisols,7
"2018","224","201",-10.75,-67.75,Lixisols,7
"2019","225","201",-10.75,-67.25,Ferralsols,10
"2020","226","201",-10.75,-66.75,Ferralsols,10
"2021","227","201",-10.75,-66.25,Ferralsols,10
"2022","228","201",-10.75,-65.75,Ferralsols,10
"2023","229","201",-10.75,-65.25,Acrisols,1
"2024","230","201",-10.75,-64.75,Arenosols,17
"2025","231","201",-10.75,-64.25,Undef,3
"2026","232","201",-10.75,-63.75,Undef,3
"2027","233","201",-10.75,-63.25,Acrisols,1
"2028","234","201",-10.75,-62.75,Lixisols,7
"2029","235","201",-10.75,-62.25,Lixisols,7
"2030","236","201",-10.75,-61.75,Acrisols,1
"2031","237","201",-10.75,-61.25,Lixisols,7
"2032","238","201",-10.75,-60.75,Acrisols,1
"2033","239","201",-10.75,-60.25,Acrisols,1
"2034","240","201",-10.75,-59.75,Ferralsols,10
"2035","241","201",-10.75,-59.25,Ferralsols,10
"2036","242","201",-10.75,-58.75,Ferralsols,10
"2037","243","201",-10.75,-58.25,Ferralsols,10
"2038","244","201",-10.75,-57.75,Ferralsols,10
"2039","245","201",-10.75,-57.25,Regosols,4
"2040","246","201",-10.75,-56.75,Regosols,4
"2041","247","201",-10.75,-56.25,Regosols,4
"2042","248","201",-10.75,-55.75,Ferralsols,10
"2043","249","201",-10.75,-55.25,Ferralsols,10
"2044","250","201",-10.75,-54.75,Ferralsols,10
"2045","251","201",-10.75,-54.25,Ferralsols,10
"2046","252","201",-10.75,-53.75,Ferralsols,10
"2047","253","201",-10.75,-53.25,Ferralsols,10
"2048","254","201",-10.75,-52.75,Acrisols,1
"2049","255","201",-10.75,-52.25,Ferralsols,10
"2050","256","201",-10.75,-51.75,Ferralsols,10
"2051","257","201",-10.75,-51.25,Ferralsols,10
"2052","258","201",-10.75,-50.75,Gleysols,18
"2053","259","201",-10.75,-50.25,Plinthosols,27
"2054","260","201",-10.75,-49.75,Acrisols,1
"2055","261","201",-10.75,-49.25,Acrisols,1
"2056","262","201",-10.75,-48.75,Ferralsols,10
"2057","263","201",-10.75,-48.25,Ferralsols,10
"2058","264","201",-10.75,-47.75,Acrisols,1
"2059","265","201",-10.75,-47.25,Acrisols,1
"2060","266","201",-10.75,-46.75,Ferralsols,10
"2061","267","201",-10.75,-46.25,Ferralsols,10
"2062","268","201",-10.75,-45.75,Ferralsols,10
"2063","207","202",-11.25,-76.25,Undef,3
"2064","208","202",-11.25,-75.75,Regosols,4
"2065","209","202",-11.25,-75.25,Undef,3
"2066","210","202",-11.25,-74.75,Cambisols,25
"2067","211","202",-11.25,-74.25,Undef,3
"2068","212","202",-11.25,-73.75,Cambisols,25
"2069","213","202",-11.25,-73.25,Cambisols,25
"2070","214","202",-11.25,-72.75,Cambisols,25
"2071","215","202",-11.25,-72.25,Cambisols,25
"2072","216","202",-11.25,-71.75,Cambisols,25
"2073","217","202",-11.25,-71.25,Cambisols,25
"2074","218","202",-11.25,-70.75,Cambisols,25
"2075","219","202",-11.25,-70.25,Cambisols,25
"2076","220","202",-11.25,-69.75,Acrisols,1
"2077","221","202",-11.25,-69.25,Acrisols,1
"2078","222","202",-11.25,-68.75,Acrisols,1
"2079","223","202",-11.25,-68.25,Ferralsols,10
"2080","224","202",-11.25,-67.75,Ferralsols,10
"2081","225","202",-11.25,-67.25,Ferralsols,10
"2082","226","202",-11.25,-66.75,Ferralsols,10
"2083","227","202",-11.25,-66.25,Fluvisols,14
"2084","228","202",-11.25,-65.75,Ferralsols,10
"2085","229","202",-11.25,-65.25,Ferralsols,10
"2086","230","202",-11.25,-64.75,Ferralsols,10
"2087","231","202",-11.25,-64.25,Ferralsols,10
"2088","232","202",-11.25,-63.75,Acrisols,1
"2089","233","202",-11.25,-63.25,Acrisols,1
"2090","234","202",-11.25,-62.75,Acrisols,1
"2091","235","202",-11.25,-62.25,Acrisols,1
"2092","236","202",-11.25,-61.75,Lixisols,7
"2093","237","202",-11.25,-61.25,Lixisols,7
"2094","238","202",-11.25,-60.75,Acrisols,1
"2095","239","202",-11.25,-60.25,Acrisols,1
"2096","240","202",-11.25,-59.75,Ferralsols,10
"2097","241","202",-11.25,-59.25,Ferralsols,10
"2098","242","202",-11.25,-58.75,Ferralsols,10
"2099","243","202",-11.25,-58.25,Ferralsols,10
"2100","244","202",-11.25,-57.75,Ferralsols,10
"2101","245","202",-11.25,-57.25,Ferralsols,10
"2102","246","202",-11.25,-56.75,Ferralsols,10
"2103","247","202",-11.25,-56.25,Ferralsols,10
"2104","248","202",-11.25,-55.75,Ferralsols,10
"2105","249","202",-11.25,-55.25,Ferralsols,10
"2106","250","202",-11.25,-54.75,Ferralsols,10
"2107","251","202",-11.25,-54.25,Ferralsols,10
"2108","252","202",-11.25,-53.75,Gleysols,18
"2109","253","202",-11.25,-53.25,Gleysols,18
"2110","254","202",-11.25,-52.75,Ferralsols,10
"2111","255","202",-11.25,-52.25,Ferralsols,10
"2112","256","202",-11.25,-51.75,Ferralsols,10
"2113","257","202",-11.25,-51.25,Plinthosols,27
"2114","258","202",-11.25,-50.75,Plinthosols,27
"2115","259","202",-11.25,-50.25,Plinthosols,27
"2116","260","202",-11.25,-49.75,Acrisols,1
"2117","261","202",-11.25,-49.25,Acrisols,1
"2118","262","202",-11.25,-48.75,Ferralsols,10
"2119","263","202",-11.25,-48.25,Ferralsols,10
"2120","264","202",-11.25,-47.75,Acrisols,1
"2121","265","202",-11.25,-47.25,Acrisols,1
"2122","266","202",-11.25,-46.75,Ferralsols,10
"2123","208","203",-11.75,-75.75,Undef,3
"2124","209","203",-11.75,-75.25,Regosols,4
"2125","210","203",-11.75,-74.75,Regosols,4
"2126","211","203",-11.75,-74.25,Cambisols,25
"2127","212","203",-11.75,-73.75,Regosols,4
"2128","213","203",-11.75,-73.25,Cambisols,25
"2129","214","203",-11.75,-72.75,Undef,3
"2130","215","203",-11.75,-72.25,Cambisols,25
"2131","216","203",-11.75,-71.75,Cambisols,25
"2132","217","203",-11.75,-71.25,Cambisols,25
"2133","218","203",-11.75,-70.75,Cambisols,25
"2134","219","203",-11.75,-70.25,Acrisols,1
"2135","220","203",-11.75,-69.75,Acrisols,1
"2136","221","203",-11.75,-69.25,Acrisols,1
"2137","222","203",-11.75,-68.75,Acrisols,1
"2138","223","203",-11.75,-68.25,Ferralsols,10
"2139","224","203",-11.75,-67.75,Ferralsols,10
"2140","225","203",-11.75,-67.25,Ferralsols,10
"2141","226","203",-11.75,-66.75,Ferralsols,10
"2142","227","203",-11.75,-66.25,Ferralsols,10
"2143","228","203",-11.75,-65.75,Ferralsols,10
"2144","229","203",-11.75,-65.25,Fluvisols,14
"2145","230","203",-11.75,-64.75,Ferralsols,10
"2146","231","203",-11.75,-64.25,Ferralsols,10
"2147","232","203",-11.75,-63.75,Undef,3
"2148","233","203",-11.75,-63.25,Undef,3
"2149","234","203",-11.75,-62.75,Ferralsols,10
"2150","235","203",-11.75,-62.25,Lixisols,7
"2151","236","203",-11.75,-61.75,Lixisols,7
"2152","237","203",-11.75,-61.25,Lixisols,7
"2153","238","203",-11.75,-60.75,Lixisols,7
"2154","239","203",-11.75,-60.25,Arenosols,17
"2155","240","203",-11.75,-59.75,Arenosols,17
"2156","241","203",-11.75,-59.25,Ferralsols,10
"2157","242","203",-11.75,-58.75,Ferralsols,10
"2158","243","203",-11.75,-58.25,Ferralsols,10
"2159","244","203",-11.75,-57.75,Ferralsols,10
"2160","245","203",-11.75,-57.25,Ferralsols,10
"2161","246","203",-11.75,-56.75,Ferralsols,10
"2162","247","203",-11.75,-56.25,Ferralsols,10
"2163","248","203",-11.75,-55.75,Ferralsols,10
"2164","249","203",-11.75,-55.25,Ferralsols,10
"2165","250","203",-11.75,-54.75,Ferralsols,10
"2166","251","203",-11.75,-54.25,Ferralsols,10
"2167","252","203",-11.75,-53.75,Gleysols,18
"2168","253","203",-11.75,-53.25,Ferralsols,10
"2169","254","203",-11.75,-52.75,Gleysols,18
"2170","255","203",-11.75,-52.25,Ferralsols,10
"2171","256","203",-11.75,-51.75,Ferralsols,10
"2172","257","203",-11.75,-51.25,Plinthosols,27
"2173","258","203",-11.75,-50.75,Plinthosols,27
"2174","259","203",-11.75,-50.25,Plinthosols,27
"2175","260","203",-11.75,-49.75,Plinthosols,27
"2176","261","203",-11.75,-49.25,Ferralsols,10
"2177","262","203",-11.75,-48.75,Plinthosols,27
"2178","263","203",-11.75,-48.25,Plinthosols,27
"2179","264","203",-11.75,-47.75,Plinthosols,27
"2180","265","203",-11.75,-47.25,Plinthosols,27
"2181","266","203",-11.75,-46.75,Acrisols,1
"2182","267","203",-11.75,-46.25,Ferralsols,10
"2183","268","203",-11.75,-45.75,Ferralsols,10
"2184","209","204",-12.25,-75.25,Undef,3
"2185","210","204",-12.25,-74.75,Undef,3
"2186","211","204",-12.25,-74.25,Cambisols,25
"2187","212","204",-12.25,-73.75,Regosols,4
"2188","213","204",-12.25,-73.25,Regosols,4
"2189","214","204",-12.25,-72.75,Regosols,4
"2190","215","204",-12.25,-72.25,Regosols,4
"2191","216","204",-12.25,-71.75,Regosols,4
"2192","217","204",-12.25,-71.25,Cambisols,25
"2193","218","204",-12.25,-70.75,Cambisols,25
"2194","219","204",-12.25,-70.25,Lixisols,7
"2195","220","204",-12.25,-69.75,Lixisols,7
"2196","221","204",-12.25,-69.25,Lixisols,7
"2197","222","204",-12.25,-68.75,Acrisols,1
"2198","223","204",-12.25,-68.25,Acrisols,1
"2199","224","204",-12.25,-67.75,Ferralsols,10
"2200","225","204",-12.25,-67.25,Ferralsols,10
"2201","226","204",-12.25,-66.75,Ferralsols,10
"2202","227","204",-12.25,-66.25,Ferralsols,10
"2203","228","204",-12.25,-65.75,Acrisols,1
"2204","229","204",-12.25,-65.25,Acrisols,1
"2205","230","204",-12.25,-64.75,Fluvisols,14
"2206","231","204",-12.25,-64.25,Ferralsols,10
"2207","232","204",-12.25,-63.75,Ferralsols,10
"2208","233","204",-12.25,-63.25,Ferralsols,10
"2209","234","204",-12.25,-62.75,Ferralsols,10
"2210","235","204",-12.25,-62.25,Lixisols,7
"2211","236","204",-12.25,-61.75,Lixisols,7
"2212","237","204",-12.25,-61.25,Arenosols,17
"2213","238","204",-12.25,-60.75,Arenosols,17
"2214","239","204",-12.25,-60.25,Arenosols,17
"2215","240","204",-12.25,-59.75,Ferralsols,10
"2216","241","204",-12.25,-59.25,Ferralsols,10
"2217","242","204",-12.25,-58.75,Ferralsols,10
"2218","243","204",-12.25,-58.25,Ferralsols,10
"2219","244","204",-12.25,-57.75,Ferralsols,10
"2220","245","204",-12.25,-57.25,Ferralsols,10
"2221","246","204",-12.25,-56.75,Ferralsols,10
"2222","247","204",-12.25,-56.25,Ferralsols,10
"2223","248","204",-12.25,-55.75,Ferralsols,10
"2224","249","204",-12.25,-55.25,Ferralsols,10
"2225","250","204",-12.25,-54.75,Ferralsols,10
"2226","251","204",-12.25,-54.25,Ferralsols,10
"2227","252","204",-12.25,-53.75,Gleysols,18
"2228","253","204",-12.25,-53.25,Gleysols,18
"2229","254","204",-12.25,-52.75,Ferralsols,10
"2230","255","204",-12.25,-52.25,Gleysols,18
"2231","256","204",-12.25,-51.75,Acrisols,1
"2232","257","204",-12.25,-51.25,Plinthosols,27
"2233","258","204",-12.25,-50.75,Plinthosols,27
"2234","259","204",-12.25,-50.25,Gleysols,18
"2235","260","204",-12.25,-49.75,Ferralsols,10
"2236","261","204",-12.25,-49.25,Ferralsols,10
"2237","262","204",-12.25,-48.75,Ferralsols,10
"2238","263","204",-12.25,-48.25,Acrisols,1
"2239","264","204",-12.25,-47.75,Plinthosols,27
"2240","265","204",-12.25,-47.25,Plinthosols,27
"2241","266","204",-12.25,-46.75,Plinthosols,27
"2242","267","204",-12.25,-46.25,Ferralsols,10
"2243","268","204",-12.25,-45.75,Ferralsols,10
"2244","210","205",-12.75,-74.75,Undef,3
"2245","211","205",-12.75,-74.25,Regosols,4
"2246","212","205",-12.75,-73.75,Regosols,4
"2247","213","205",-12.75,-73.25,Regosols,4
"2248","214","205",-12.75,-72.75,Regosols,4
"2249","215","205",-12.75,-72.25,Regosols,4
"2250","216","205",-12.75,-71.75,Regosols,4
"2251","217","205",-12.75,-71.25,Undef,3
"2252","218","205",-12.75,-70.75,Cambisols,25
"2253","219","205",-12.75,-70.25,Cambisols,25
"2254","220","205",-12.75,-69.75,Acrisols,1
"2255","221","205",-12.75,-69.25,Acrisols,1
"2256","222","205",-12.75,-68.75,Ferralsols,10
"2257","223","205",-12.75,-68.25,Ferralsols,10
"2258","224","205",-12.75,-67.75,Gleysols,18
"2259","225","205",-12.75,-67.25,Gleysols,18
"2260","226","205",-12.75,-66.75,Gleysols,18
"2261","227","205",-12.75,-66.25,Acrisols,1
"2262","228","205",-12.75,-65.75,Acrisols,1
"2263","229","205",-12.75,-65.25,Acrisols,1
"2264","230","205",-12.75,-64.75,Gleysols,18
"2265","231","205",-12.75,-64.25,Gleysols,18
"2266","232","205",-12.75,-63.75,Ferralsols,10
"2267","233","205",-12.75,-63.25,Ferralsols,10
"2268","234","205",-12.75,-62.75,Plinthosols,27
"2269","235","205",-12.75,-62.25,Undef,3
"2270","236","205",-12.75,-61.75,Undef,3
"2271","237","205",-12.75,-61.25,Lixisols,7
"2272","238","205",-12.75,-60.75,Arenosols,17
"2273","239","205",-12.75,-60.25,Arenosols,17
"2274","240","205",-12.75,-59.75,Ferralsols,10
"2275","241","205",-12.75,-59.25,Ferralsols,10
"2276","242","205",-12.75,-58.75,Ferralsols,10
"2277","243","205",-12.75,-58.25,Ferralsols,10
"2278","244","205",-12.75,-57.75,Ferralsols,10
"2279","245","205",-12.75,-57.25,Ferralsols,10
"2280","246","205",-12.75,-56.75,Ferralsols,10
"2281","247","205",-12.75,-56.25,Ferralsols,10
"2282","248","205",-12.75,-55.75,Ferralsols,10
"2283","249","205",-12.75,-55.25,Ferralsols,10
"2284","250","205",-12.75,-54.75,Ferralsols,10
"2285","251","205",-12.75,-54.25,Ferralsols,10
"2286","252","205",-12.75,-53.75,Ferralsols,10
"2287","253","205",-12.75,-53.25,Ferralsols,10
"2288","254","205",-12.75,-52.75,Gleysols,18
"2289","255","205",-12.75,-52.25,Ferralsols,10
"2290","256","205",-12.75,-51.75,Ferralsols,10
"2291","257","205",-12.75,-51.25,Plinthosols,27
"2292","258","205",-12.75,-50.75,Gleysols,18
"2293","259","205",-12.75,-50.25,Plinthosols,27
"2294","260","205",-12.75,-49.75,Ferralsols,10
"2295","261","205",-12.75,-49.25,Ferralsols,10
"2296","262","205",-12.75,-48.75,Ferralsols,10
"2297","263","205",-12.75,-48.25,Acrisols,1
"2298","264","205",-12.75,-47.75,Plinthosols,27
"2299","265","205",-12.75,-47.25,Plinthosols,27
"2300","266","205",-12.75,-46.75,Cambisols,25
"2301","267","205",-12.75,-46.25,Ferralsols,10
"2302","268","205",-12.75,-45.75,Ferralsols,10
"2303","210","206",-13.25,-74.75,Regosols,4
"2304","211","206",-13.25,-74.25,Undef,3
"2305","212","206",-13.25,-73.75,Regosols,4
"2306","213","206",-13.25,-73.25,Regosols,4
"2307","214","206",-13.25,-72.75,Regosols,4
"2308","215","206",-13.25,-72.25,Regosols,4
"2309","216","206",-13.25,-71.75,Regosols,4
"2310","217","206",-13.25,-71.25,Regosols,4
"2311","218","206",-13.25,-70.75,Regosols,4
"2312","219","206",-13.25,-70.25,Regosols,4
"2313","220","206",-13.25,-69.75,Acrisols,1
"2314","221","206",-13.25,-69.25,Acrisols,1
"2315","222","206",-13.25,-68.75,Ferralsols,10
"2316","223","206",-13.25,-68.25,Ferralsols,10
"2317","224","206",-13.25,-67.75,Ferralsols,10
"2318","225","206",-13.25,-67.25,Ferralsols,10
"2319","226","206",-13.25,-66.75,Acrisols,1
"2320","227","206",-13.25,-66.25,Gleysols,18
"2321","228","206",-13.25,-65.75,Gleysols,18
"2322","229","206",-13.25,-65.25,Gleysols,18
"2323","230","206",-13.25,-64.75,Gleysols,18
"2324","231","206",-13.25,-64.25,Gleysols,18
"2325","232","206",-13.25,-63.75,Gleysols,18
"2326","233","206",-13.25,-63.25,Gleysols,18
"2327","234","206",-13.25,-62.75,Ferralsols,10
"2328","235","206",-13.25,-62.25,Ferralsols,10
"2329","236","206",-13.25,-61.75,Plinthosols,27
"2330","237","206",-13.25,-61.25,Ferralsols,10
"2331","238","206",-13.25,-60.75,Lixisols,7
"2332","239","206",-13.25,-60.25,Lixisols,7
