OID_,ref,site_id,lat,lon,RSG,Sand,Silt,Clay,Slope,Elevation,MAT,MAP,pH,TOC,TN,occ_p,mineral_p,inorg_p,org_p,avail_p,total_p,He_et_al,total_p_RF
69,Quesada et al. 2010,MBO-01,-1.450000000000000,-48.450000000000003,Ferralsols,0.790000000000000,0.090000000000000,0.110000000000000,0.265419300000000,24.000000000000000,26.800000000000001,2490.000000000000000,3.980000000000000,3.617000000000000,0.245000000000000,58.680000000000000,1.280000000000000,11.869999999999999,22.289999999999999,7.270000000000000,101.390000000000001,590.2928467,354.3321228
70,Quesada et al. 2010,VCR-01,-14.831000000000000,-52.159999999999997,Ferralsols,0.470000000000000,0.080000000000000,0.450000000000000,0.311665100000000,281.199999999999989,25.300000000000001,1509.700000000000045,4.200000000000000,1.592000000000000,0.105000000000000,192.740000000000009,5.730000000000000,42.560000000000002,61.850000000000001,13.130000000000001,316.009999999999991,267.5539856,215.6883850
71,Quesada et al. 2010,LFB-02,-14.577000000000000,-60.832000000000001,Ferralsols,0.730000000000000,0.060000000000000,0.210000000000000,0.259927300000000,299.699999999999989,23.899999999999999,1451.200000000000045,4.390000000000000,1.425000000000000,0.103000000000000,51.640000000000001,0.200000000000000,11.869999999999999,30.250000000000000,9.050000000000001,103.010000000000005,292.0652466,200.2956696
72,Quesada et al. 2010,TAP-04,-2.851000000000000,-54.954999999999998,Ferralsols,0.030000000000000,0.080000000000000,0.890000000000000,0.254316800000000,197.000000000000000,25.100000000000001,2015.900000000000091,3.840000000000000,2.539000000000000,0.168000000000000,124.609999999999999,0.640000000000000,25.260000000000002,32.200000000000003,9.630000000000001,192.340000000000003,335.5727539,174.4604492
73,Quesada et al. 2010,TAN-04,-12.920999999999999,-52.372999999999998,Ferralsols,0.460000000000000,0.050000000000000,0.490000000000000,0.592972000000000,372.699999999999989,25.100000000000001,1665.799999999999955,4.100000000000000,2.548000000000000,0.157000000000000,52.299999999999997,0.260000000000000,28.350000000000001,50.049999999999997,10.580000000000000,141.539999999999992,416.2625732,205.6203003
74,Quesada et al. 2010,MAN-12,-2.607000000000000,-60.209000000000003,Ferralsols,0.200000000000000,0.120000000000000,0.680000000000000,0.289674800000000,106.000000000000000,27.100000000000001,2289.199999999999818,3.940000000000000,2.587000000000000,0.150000000000000,68.489999999999995,1.260000000000000,11.170000000000000,13.890000000000001,6.960000000000000,101.769999999999996,351.7713013,147.7539520
75,Quesada et al. 2010,NOU-21,4.083000000000000,-52.667000000000002,Ferralsols,0.520000000000000,0.100000000000000,0.380000000000000,1.470712000000000,140.500000000000000,24.899999999999999,3329.199999999999818,4.400000000000000,1.565000000000000,0.128000000000000,18.559999999999999,0.600000000000000,19.469999999999999,24.859999999999999,14.100000000000000,77.590000000000003,269.1006470,389.8286743
76,Quesada et al. 2010,CHO-01,-14.385999999999999,-61.148000000000003,Ferralsols,0.580000000000000,0.060000000000000,0.360000000000000,0.295224200000000,198.099999999999994,24.199999999999999,1456.700000000000045,4.700000000000000,1.209000000000000,0.104000000000000,59.619999999999997,0.000000000000000,6.240000000000000,35.930000000000000,10.029999999999999,111.819999999999993,244.9642181,397.5908813
77,Quesada et al. 2010,JAS-05,-1.062000000000000,-77.622000000000000,Fluvisols,0.350000000000000,0.340000000000000,0.320000000000000,1.721773000000000,394.000000000000000,23.800000000000001,3710.699999999999818,5.090000000000000,2.880000000000000,0.318000000000000,380.490000000000009,22.510000000000002,62.329999999999998,175.650000000000006,26.920000000000002,667.899999999999977,415.5463257,560.2605591
78,Quesada et al. 2010,MNU-06,-11.885999999999999,-71.397000000000006,Fluvisols,0.010000000000000,0.540000000000000,0.450000000000000,0.099287200000000,356.300000000000011,25.199999999999999,2477.099999999999909,6.720000000000000,2.309000000000000,0.241000000000000,416.730000000000018,186.580000000000013,49.780000000000001,80.230000000000004,44.670000000000002,777.990000000000009,344.8246155,390.1127319
79,Quesada et al. 2010,MNU-05,-11.879000000000000,-71.408000000000001,Fluvisols,0.480000000000000,0.000000000000000,0.520000000000000,0.255965900000000,356.399999999999977,25.199999999999999,2457.000000000000000,6.410000000000000,2.476000000000000,0.255000000000000,439.970000000000027,175.099999999999994,60.829999999999998,141.300000000000011,58.340000000000003,875.539999999999964,344.8246155,390.1127319
80,Quesada et al. 2010,ALP-11,-3.949000000000000,-73.433999999999997,Gleysols,0.530000000000000,0.270000000000000,0.210000000000000,0.250506600000000,125.700000000000003,26.300000000000001,2751.500000000000000,4.260000000000000,0.678000000000000,0.061000000000000,33.149999999999999,0.810000000000000,17.539999999999999,46.909999999999997,10.320000000000000,108.730000000000004,460.7308960,185.1751709
81,Quesada et al. 2010,ZAR-02,-4.002000000000000,-69.903999999999996,Gleysols,0.320000000000000,0.340000000000000,0.340000000000000,0.243448800000000,119.700000000000003,25.800000000000001,2799.800000000000182,4.340000000000000,2.185000000000000,0.159000000000000,15.199999999999999,1.490000000000000,25.739999999999998,50.979999999999997,11.960000000000001,105.370000000000005,483.9628906,196.1543884
82,Quesada et al. 2010,JEN-13,-4.924000000000000,-73.528000000000006,Gleysols,0.620000000000000,0.220000000000000,0.160000000000000,0.054822220000000,140.400000000000006,26.699999999999999,2645.099999999999909,4.310000000000000,1.802000000000000,0.165000000000000,43.859999999999999,1.930000000000000,24.739999999999998,40.170000000000002,20.980000000000000,131.680000000000007,468.1638184,285.8351135
83,Quesada et al. 2010,TAM-04,-12.837000000000000,-69.278000000000006,Gleysols,0.170000000000000,0.440000000000000,0.390000000000000,0.225770600000000,217.199999999999989,25.399999999999999,2457.599999999999909,4.050000000000000,1.012000000000000,0.139000000000000,175.050000000000011,3.530000000000000,46.170000000000002,104.560000000000002,20.910000000000000,350.220000000000027,450.8013306,355.4845581
84,Quesada et al. 2010,TIP-03,-0.639000000000000,-76.153999999999996,Gleysols,0.030000000000000,0.400000000000000,0.570000000000000,0.371008100000000,234.800000000000011,25.300000000000001,3008.900000000000091,4.390000000000000,1.816000000000000,0.242000000000000,257.519999999999982,38.719999999999999,100.140000000000001,150.740000000000009,26.370000000000001,573.490000000000009,320.2246704,494.9996948
85,Quesada et al. 2010,RIO-12,8.114000000000001,-61.692000000000000,Lixisols,0.710000000000000,0.190000000000000,0.100000000000000,0.260620100000000,291.500000000000000,25.300000000000001,1364.400000000000091,5.430000000000000,1.288000000000000,0.113000000000000,137.199999999999989,0.570000000000000,12.490000000000000,23.020000000000000,6.260000000000000,179.539999999999992,337.6571655,379.5596008
86,Quesada et al. 2010,MNU-04,-11.904999999999999,-71.402000000000001,Luvisols,0.290000000000000,0.630000000000000,0.080000000000000,0.994466800000000,358.399999999999977,25.199999999999999,2457.000000000000000,6.120000000000000,0.907000000000000,0.102000000000000,90.769999999999996,5.980000000000000,12.710000000000001,24.850000000000001,24.910000000000000,159.219999999999999,344.8246155,390.1127319
