id,nx,ny,lat,lon,Sand,Silt,Clay,Slope,Elevation,MAT,MAP,pH,TOC,TN,SRG_Acrisols,SRG_Alisols,SRG_Andosols,SRG_Arenosols,SRG_Cambisols,SRG_Ferralsols,SRG_Fluvisols,SRG_Gleysols,SRG_Lixisols,SRG_Luvisols,SRG_Nitisols,SRG_Plinthosols,SRG_Podzol,SRG_Regosols,SRG_Umbrisols
355,231,175,2.25,-64.25,0.644,0.1577,0.1983,2.9664,382.5605,24.9444,2176.1111,5.335,1.1128,0.08703,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
356,232,175,2.25,-63.75,0.4404,0.259,0.3006,2.8424,668.4567,23.5167,2081.5278,4.836,1.1116,0.08446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,233,175,2.25,-63.25,0.3303,0.3196,0.3501,2.3237,764.6689,24.0056,1961.2778,4.277,1.1677,0.08615,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,234,175,2.25,-62.75,0.2936,0.2419,0.4645,1.6726,375.3553,25.85,1829.0278,4.169,0.7255,0.09151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,235,175,2.25,-62.25,0.3772,0.2329,0.3899,0.9141,248.0886,26.3611,1807.4722,4.152,0.964,0.09332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,236,175,2.25,-61.75,0.404,0.2108,0.3852,0.9736,176.9628,26.6806,1792.7778,4.212,1.02,0.09768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,237,175,2.25,-61.25,0.2969,0.2905,0.4126,1.8767,161.9636,26.7833,1726.6111,4.272,0.9471,0.09464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,238,175,2.25,-60.75,0.3932,0.2747,0.3321,0.915,106.0511,27.0556,1652.6389,4.267,1.0941,0.11033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
363,239,175,2.25,-60.25,0.4816,0.2446,0.2738,2.1187,178.8792,26.5917,1705.5555,5.218,0.6976,0.09231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,240,175,2.25,-59.75,0.7339,0.1116,0.1545,0.5898,163.0811,26.8972,1675.6945,5.147,0.5703,0.10507,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
365,241,175,2.25,-59.25,0.7609,0.0901,0.149,0.2964,190.4403,26.5694,1647.0278,4.339,1.3479,0.09149,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,242,175,2.25,-58.75,0.7649,0.0878,0.1473,0.4427,250.9861,26.4444,1716.5834,4.352,1.4778,0.08966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
367,243,175,2.25,-58.25,0.5381,0.1382,0.3237,0.3789,257.9967,26.4139,1822.6945,4.688,1.5282,0.10329,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368,244,175,2.25,-57.75,0.53,0.14,0.33,0.3423,245.6025,26.5194,1912.1389,4.7,1.53,0.12535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
369,245,175,2.25,-57.25,0.53,0.14,0.33,0.3346,240.797,26.4333,1986.2778,4.7,1.53,0.13351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
370,246,175,2.25,-56.75,0.5048,0.1694,0.3258,0.4026,247.9003,26.4611,1987.8889,4.686,1.4537,0.09818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
371,247,175,2.25,-56.25,0.2885,0.3879,0.3236,0.7666,289.9147,25.8889,1872.9722,4.48,0.7617,0.07269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,248,175,2.25,-55.75,0.2185,0.2735,0.508,1.4862,410.2058,25.0222,1816.4445,4.417,1.8294,0.08323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
373,249,175,2.25,-55.25,0.3917,0.2495,0.3588,1.2723,446.9058,25.0194,1964.3055,4.647,1.3618,0.082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,250,175,2.25,-54.75,0.2386,0.2727,0.4887,1.0167,408.0233,24.825,2105.0833,4.4,1.6129,0.09473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
375,251,175,2.25,-54.25,0.428,0.1602,0.4118,1.1745,304.4706,25.2167,2185.0833,4.427,1.0045,0.11154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
376,252,175,2.25,-53.75,0.4151,0.1771,0.4078,0.5988,258.9019,24.9333,2279.6667,4.378,1.0354,0.10878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377,253,175,2.25,-53.25,0.4214,0.1694,0.4092,0.4894,267.5392,24.9917,2347.9167,4.392,1.0256,0.11232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,254,175,2.25,-52.75,0.407,0.187,0.406,0.5783,201.0383,25.4667,2414.5,4.36,1.048,0.10528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,255,175,2.25,-52.25,0.3341,0.2285,0.4374,0.3311,159.3539,25.4444,2570.0278,4.317,1.3093,0.09851,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,256,175,2.25,-51.75,0.2801,0.2385,0.4814,0.5645,190.1336,25.4417,2825.5833,4.337,1.5673,0.09862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,257,175,2.25,-51.25,0.4359,0.1555,0.4086,0.5466,129.2586,26.0639,3158.6667,4.601,0.9352,0.11311,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,258,175,2.25,-50.75,0.0448,0.6508,0.3044,0.228,38.1741,26.4767,3509.7666,5.1085,0.59338,0.1254,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
383,259,175,2.25,-50.25,0.02,0.65,0.33,0.1189,7.0418,26.5667,3541.7778,5.3,0.49,0.12825,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
384,209,176,1.75,-75.25,0.4778,0.2167,0.3055,6.9708,1199.0945,23.8306,2750.6389,4.532,9.4998,0.1743,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,210,176,1.75,-74.75,0.5394,0.1757,0.2849,1.3406,325.817,25.6,2666.6943,4.546,1.3525,0.12386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,211,176,1.75,-74.25,0.544,0.182,0.274,0.4736,303.7689,25.6444,2487.4167,4.6,1.594,0.14141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,212,176,1.75,-73.75,0.5479,0.1802,0.2719,0.3373,292.7222,26.1111,2365.3611,4.595,1.5834,0.14091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,213,176,1.75,-73.25,0.7,0.11,0.19,0.2941,282.1778,26.5361,2355.3333,4.4,1.17,0.12164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,214,176,1.75,-72.75,0.7024,0.1088,0.1888,0.3604,272.0942,26.9222,2450.2222,4.424,1.1814,0.11272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,215,176,1.75,-72.25,0.7,0.11,0.19,0.3147,238.2042,27.0417,2567.9167,4.4,1.17,0.11298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,216,176,1.75,-71.75,0.7104,0.1048,0.1848,0.4514,227.7022,26.7556,2711.0833,4.504,1.2194,0.09562,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,217,176,1.75,-71.25,0.7116,0.1042,0.1842,0.7058,254.3403,26.3889,2864.0833,4.516,1.2251,0.09569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,218,176,1.75,-70.75,0.6483,0.0959,0.2558,0.5804,217.7347,26.3361,2997.5833,4.682,2.0442,0.11378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,219,176,1.75,-70.25,0.6043,0.0839,0.3118,0.2573,197.8436,25.9583,3171.1943,4.922,2.7882,0.12828,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
395,220,176,1.75,-69.75,0.5288,0.1208,0.3504,0.3287,206.7686,25.7639,3281.3057,4.626,2.5268,0.10808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
396,221,176,1.75,-69.25,0.7392,0.1668,0.094,0.3632,190.8458,25.7944,3301.5557,4.626,2.5929,0.08313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
397,222,176,1.75,-68.75,0.823,0.1244,0.0526,0.2593,165.5856,25.9361,3344,4.618,1.7618,0.0834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
398,223,176,1.75,-68.25,0.6916,0.2292,0.0792,0.1614,142.3992,25.9889,3572.8333,4.519,2.5541,0.08886,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
399,224,176,1.75,-67.75,0.5912,0.1901,0.2187,1.0129,157.7814,26.1611,3603.4167,4.088,1.482,0.1011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
400,225,176,1.75,-67.25,0.7448,0.1477,0.1075,0.2599,119.4139,26.25,3452.75,4.257,0.8797,0.11393,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
401,226,176,1.75,-66.75,0.804,0.1414,0.0546,0.1975,104.3864,26.4472,3273.75,4.308,0.694,0.15033,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
402,227,176,1.75,-66.25,0.748,0.21,0.042,0.1963,104.7244,26.6556,3101.9167,3.865,0.8395,0.13185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,228,176,1.75,-65.75,0.7413,0.1158,0.1429,0.9277,155.5258,25.7444,2903.8057,4.614,0.719,0.07894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404,229,176,1.75,-65.25,0.6472,0.158,0.1948,3.8544,411.395,25.0306,2656.5557,5.376,1.085,0.08532,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
405,230,176,1.75,-64.75,0.4272,0.2102,0.3626,2.0883,439.6036,24.1806,2486.1111,3.936,1.3409,0.08718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,231,176,1.75,-64.25,0.2883,0.2888,0.4229,1.3558,583.8314,24.1417,2293.4443,3.819,1.3373,0.08815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,232,176,1.75,-63.75,0.4332,0.2662,0.3006,1.403,447.4042,26.1556,1994.6666,4.317,1.1481,0.08712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
408,233,176,1.75,-63.25,0.5043,0.222,0.2737,1.2268,199.5286,26.5583,1858.4445,4.207,1.1342,0.09018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
409,234,176,1.75,-62.75,0.4396,0.2596,0.3008,1.1364,181.5217,26.4333,1812.6111,4.354,1.129,0.08669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
410,235,176,1.75,-62.25,0.3942,0.2836,0.3222,1.0919,168.0322,26.2778,1820,4.443,1.1173,0.08938,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
411,236,176,1.75,-61.75,0.4766,0.2404,0.283,3.4358,330.0695,25.7778,1862.3334,4.898,0.79,0.09003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,237,176,1.75,-61.25,0.666,0.2226,0.1114,0.7569,96.3506,27.2361,1776.7778,4.832,0.7572,0.11616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
413,238,176,1.75,-60.75,0.6252,0.1365,0.2383,0.4156,80.6953,27.1111,1783.6111,4.8,0.8006,0.10576,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
414,239,176,1.75,-60.25,0.7517,0.0961,0.1522,1.2192,138.0733,26.7889,1815.8055,5.526,0.3203,0.09015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,240,176,1.75,-59.75,0.3376,0.2174,0.445,0.7873,213.0117,26.3806,1811.2222,4.54,1.0452,0.09791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
416,241,176,1.75,-59.25,0.6798,0.1278,0.1924,0.9171,277.2611,26.1139,1820.8611,4.326,1.4732,0.09491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
417,242,176,1.75,-58.75,0.7539,0.09,0.1561,0.8806,289.1117,26.3472,1853.25,4.346,1.4604,0.09363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
418,243,176,1.75,-58.25,0.5321,0.1406,0.3273,1.0484,299.8467,26.0111,1944.5834,4.626,1.5048,0.0995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
419,244,176,1.75,-57.75,0.346,0.188,0.466,0.6767,268.0328,26.45,1986.9166,4.5,1.406,0.12077,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
420,245,176,1.75,-57.25,0.1068,0.2504,0.6428,0.6109,277.9911,26.3472,2044.3055,4.24,1.2448,0.11549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
421,246,176,1.75,-56.75,0.139,0.242,0.619,0.4458,269.3536,26.3667,2052.0557,4.275,1.2665,0.11853,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
422,247,176,1.75,-56.25,0.1908,0.268,0.5412,0.6786,341.0903,25.9083,2025.1111,4.319,1.1332,0.09672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
423,248,176,1.75,-55.75,0.3846,0.2312,0.3842,0.4807,337.1164,25.8167,1918.2222,4.648,1.1114,0.09496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,249,176,1.75,-55.25,0.3654,0.2404,0.3942,0.7088,381.6158,25.3417,1945.3334,4.577,1.3782,0.12269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,250,176,1.75,-54.75,0.415,0.2173,0.3677,0.3797,361.4103,25.2333,2019.8889,4.837,0.9801,0.09281,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,251,176,1.75,-54.25,0.4374,0.2241,0.3385,0.6914,312.3278,25.3167,2116.5557,4.505,1.0613,0.09402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,252,176,1.75,-53.75,0.3395,0.2275,0.433,0.4327,291.2536,25.1778,2230.9443,4.315,1.2835,0.09856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,253,176,1.75,-53.25,0.2369,0.2465,0.5166,0.4302,284.4647,24.9694,2343.1389,4.353,1.7737,0.09768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
429,254,176,1.75,-52.75,0.3638,0.223,0.4132,0.7246,265.4969,25.4389,2416.3889,4.306,1.1674,0.09877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,255,176,1.75,-52.25,0.38,0.22,0.4,0.4015,189.0522,25.6417,2517.7778,4.3,1.09,0.09891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,256,176,1.75,-51.75,0.3719,0.2215,0.4066,0.3312,168.9767,25.6889,2645.8333,4.303,1.1287,0.09884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,257,176,1.75,-51.25,0.3947,0.1795,0.4258,0.4358,154.0275,26.0222,2785.9443,4.519,1.0981,0.10729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,258,176,1.75,-50.75,0.1133,0.5678,0.3189,0.2922,52.3411,26.5806,2962.5557,5.0778,0.62111,0.12815,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
434,259,176,1.75,-50.25,0.0253,0.4939,0.4808,0.0934,9.314,26.6419,3125.7097,5.0289,1.15961,0.1146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,206,177,1.25,-76.75,0.5232,0.2581,0.2187,8.9468,2624.5806,17.1833,2782.7222,4.623,17.7517,0.31843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
436,207,177,1.25,-76.25,0.4566,0.2285,0.3149,8.5372,1303.0703,22.0389,3351,4.409,15.3473,0.24411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
437,208,177,1.25,-75.75,0.474,0.1958,0.3302,3.7437,698.7939,25.3861,3592.3611,4.575,2.4129,0.13131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,209,177,1.25,-75.25,0.4788,0.1982,0.323,0.5105,249.0464,25.6028,3100.6389,4.597,1.4035,0.11263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,210,177,1.25,-74.75,0.48,0.2,0.32,0.3993,246.0353,25.65,2762.5557,4.6,1.42,0.12055,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,211,177,1.25,-74.25,0.5707,0.1676,0.2617,0.3395,250.0347,25.8806,2584.7222,4.551,1.4588,0.13338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,212,177,1.25,-73.75,0.7,0.11,0.19,0.2461,246.3536,26.1472,2483.6943,4.4,1.17,0.12386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,213,177,1.25,-73.25,0.7,0.11,0.19,0.2652,248.5214,26.4472,2467.1389,4.4,1.17,0.12386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,214,177,1.25,-72.75,0.7144,0.1028,0.1828,1.324,298.9133,26.3361,2553.4443,4.544,1.2384,0.10305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,215,177,1.25,-72.25,0.689,0.1145,0.1965,0.5085,242.48,26.7306,2640.1389,4.41,1.1825,0.10844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,216,177,1.25,-71.75,0.63,0.1386,0.2314,0.2653,227.8544,26.5778,2767.9443,4.468,1.2519,0.1023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,217,177,1.25,-71.25,0.6848,0.116,0.1992,0.3253,231.6836,26.2139,2925.1389,4.44,1.2014,0.09814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,218,177,1.25,-70.75,0.6747,0.1031,0.2222,0.6511,239.9797,26.0139,3087.1943,4.538,1.5978,0.11008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,219,177,1.25,-70.25,0.6032,0.0836,0.3132,0.2634,205.6211,25.7611,3288.25,4.928,2.8068,0.12909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,220,177,1.25,-69.75,0.485,0.1517,0.3633,0.4091,204.7881,25.5278,3420.1111,4.338,2.1247,0.10827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
450,221,177,1.25,-69.25,0.5222,0.3248,0.153,0.3112,177.3558,25.6389,3387.7222,4.323,4.3473,0.10556,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451,222,177,1.25,-68.75,0.55,0.41,0.04,0.252,147.0569,25.8306,3327.0557,4.5,6.01,0.09928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
452,223,177,1.25,-68.25,0.5518,0.3986,0.0496,0.1905,122.66,26.075,3571.2222,4.464,5.7214,0.10205,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,224,177,1.25,-67.75,0.5656,0.3112,0.1232,0.3184,118.9519,26.3167,3544.8333,4.188,3.5088,0.11056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
454,225,177,1.25,-67.25,0.7424,0.1967,0.0609,0.1887,115.5206,26.6528,3286.4443,4.362,1.9039,0.10347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
455,226,177,1.25,-66.75,0.8296,0.0825,0.0879,0.162,102.7267,26.875,3129.75,4.69,0.6028,0.10149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
456,227,177,1.25,-66.25,0.7976,0.148,0.0544,0.1917,106.1856,26.8139,3077.3057,4.268,0.7124,0.10116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
457,228,177,1.25,-65.75,0.5468,0.1582,0.295,2.2254,298.3378,24.45,2997.9443,4.258,0.9168,0.08296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,229,177,1.25,-65.25,0.4081,0.2039,0.388,1.6758,552.3431,24.2556,2794,3.592,1.4073,0.08833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,230,177,1.25,-64.75,0.3325,0.3188,0.3487,3.2504,588.1678,24.6917,2587.3611,4.573,1.1163,0.0862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,231,177,1.25,-64.25,0.4044,0.2794,0.3162,2.8789,381.1367,25.9,2358.3889,4.431,1.1235,0.0866,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461,232,177,1.25,-63.75,0.4475,0.2621,0.2904,3.9318,312.6678,25.6194,2196.5278,4.588,1.0345,0.08667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
462,233,177,1.25,-63.25,0.4492,0.2542,0.2966,2.1908,239.2225,26.2083,1994.4166,4.333,1.1305,0.09302,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
463,234,177,1.25,-62.75,0.51,0.22,0.27,0.5202,108.43,26.8194,1834.0834,4.2,1.14,0.09579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
464,235,177,1.25,-62.25,0.6857,0.1521,0.1622,0.9481,114.1042,26.6528,1847.4166,4.935,0.741,0.10298,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
465,236,177,1.25,-61.75,0.9292,0.0448,0.026,2.3967,197.5953,27.0667,1864.4445,5.476,0.37,0.10975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,237,177,1.25,-61.25,0.716,0.222,0.062,0.2753,53.9903,27.2694,1867.9445,4.94,0.736,0.12321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,238,177,1.25,-60.75,0.8234,0.1067,0.0699,0.1613,55.5158,27.2472,1910.2778,5.223,0.557,0.11308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
468,239,177,1.25,-60.25,0.4883,0.1855,0.3262,0.4364,96.7567,26.925,1948.3334,4.811,0.8846,0.10372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,240,177,1.25,-59.75,0.2716,0.251,0.4774,1.184,178.5964,26.7833,1878.2222,4.485,1.1281,0.0996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
470,241,177,1.25,-59.25,0.4999,0.2509,0.2492,1.3221,245.675,26.0944,1963.4445,4.777,1.2274,0.08717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,242,177,1.25,-58.75,0.5313,0.2059,0.2628,2.4919,371.0064,25.8306,2033.4445,4.535,1.3901,0.09341,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
472,243,177,1.25,-58.25,0.07,0.26,0.67,1.8156,374.0964,25.4833,2099.7778,4.2,1.22,0.11375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,244,177,1.25,-57.75,0.07,0.26,0.67,2.0714,452.6903,25.7278,2128.9443,4.2,1.22,0.11308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
474,245,177,1.25,-57.25,0.07,0.26,0.67,0.9298,281.4958,26.4917,2112.9443,4.2,1.22,0.11317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
475,246,177,1.25,-56.75,0.088,0.2588,0.6532,0.5083,254.74,26.3861,2118.3333,4.224,1.212,0.112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,247,177,1.25,-56.25,0.1452,0.252,0.6028,0.5689,319.6425,26.0028,2093.7222,4.248,1.1656,0.14339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
477,248,177,1.25,-55.75,0.1694,0.2446,0.586,0.4676,337.9847,25.8111,2027.8334,4.404,1.2222,0.14294,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
478,249,177,1.25,-55.25,0.2455,0.2483,0.5062,0.4596,347.7281,25.4417,2003.5278,4.434,1.142,0.1135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
479,250,177,1.25,-54.75,0.343,0.2064,0.4506,0.4418,361.1733,25.2361,2031.1111,5.036,0.9138,0.09529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480,251,177,1.25,-54.25,0.221,0.2194,0.5596,1.1109,345.4411,25.2833,2113.75,4.846,1.3378,0.09872,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
481,252,177,1.25,-53.75,0.2828,0.238,0.4792,1.0687,312.5875,25.2389,2227.9167,4.336,1.5544,0.09807,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,253,177,1.25,-53.25,0.3044,0.234,0.4616,0.4671,269.2078,25.3,2331.8611,4.328,1.4512,0.09826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,254,177,1.25,-52.75,0.3557,0.2245,0.4198,0.8797,275.5672,25.5139,2415.3611,4.309,1.2061,0.0987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,255,177,1.25,-52.25,0.3071,0.2335,0.4594,0.5373,175.5778,25.8722,2470.5,4.327,1.4383,0.09828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,256,177,1.25,-51.75,0.3638,0.223,0.4132,0.572,158.4117,25.9389,2477.4443,4.306,1.1674,0.09877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,257,177,1.25,-51.25,0.432,0.16,0.408,0.4564,141.202,26.2139,2419.5833,4.58,0.946,0.11167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,258,177,1.25,-50.75,0.2805,0.358,0.3615,0.3729,51.2414,26.7306,2448.1943,5.045,0.667,0.11377,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
488,259,177,1.25,-50.25,0.0088,0.6264,0.3648,0.0885,8.4383,26.8,2734.4722,5.056,0.8298,0.10622,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
489,260,177,1.25,-49.75,0.04,0.33,0.63,0.0838,6.3292,26.77,2929.8999,4.9,1.68,0.06618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,206,178,0.75,-76.75,0.56,0.1766,0.2634,7.2177,1481.2524,23.6028,3562.7778,4.576,4.801,0.16702,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,207,178,0.75,-76.25,0.475,0.204,0.321,0.9459,333.4781,25.0722,3948.6943,4.635,1.376,0.11654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,208,178,0.75,-75.75,0.48,0.2,0.32,0.2734,248.3789,25.4222,3448.1111,4.6,1.42,0.10734,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,209,178,0.75,-75.25,0.48,0.2,0.32,0.3063,222.8975,25.5806,2858.0278,4.6,1.42,0.10403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,210,178,0.75,-74.75,0.48,0.2,0.32,0.3742,240.8872,25.675,2752.1667,4.6,1.42,0.10403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,211,178,0.75,-74.25,0.5416,0.1748,0.2836,0.3273,226.4603,25.9139,2713.8333,4.544,1.35,0.1156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,212,178,0.75,-73.75,0.6978,0.1109,0.1913,0.2359,227.555,26.1472,2647.2222,4.402,1.1725,0.12164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,213,178,0.75,-73.25,0.7104,0.1048,0.1848,0.3107,234.1403,26.175,2632.3611,4.504,1.2194,0.11006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,214,178,0.75,-72.75,0.7176,0.1012,0.1812,1.3581,285.7744,26.2194,2677.0278,4.576,1.2536,0.09715,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,215,178,0.75,-72.25,0.658,0.128,0.214,0.8085,236.1519,26.6278,2728.2778,4.444,1.2424,0.10534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,216,178,0.75,-71.75,0.4932,0.1946,0.3122,0.2396,206.5039,26.4556,2831.5278,4.588,1.405,0.10403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,217,178,0.75,-71.25,0.4932,0.1946,0.3122,0.2002,221.5153,26.1389,2955.5278,4.588,1.405,0.10403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
