id,nx,ny,lat,lon,Sand,Silt,Clay,Slope,Elevation,MAT,MAP,pH,TOC,TN,SRG_Acrisols,SRG_Alisols,SRG_Andosols,SRG_Arenosols,SRG_Cambisols,SRG_Ferralsols,SRG_Fluvisols,SRG_Gleysols,SRG_Lixisols,SRG_Luvisols,SRG_Nitisols,SRG_Plinthosols,SRG_Podzol,SRG_Regosols,SRG_Umbrisols
1336,263,190,-5.25,-48.25,0.6272,0.121,0.2518,0.3766,132.4711,26.6278,1859,4.128,1.0071,0.12129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1337,264,190,-5.25,-47.75,0.7411,0.086,0.1729,0.6343,175.9114,26.2694,1545.8889,4.295,0.7597,0.11625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1338,265,190,-5.25,-47.25,0.4823,0.086,0.4317,0.8623,242.0283,25.6417,1344.4445,4.379,1.1153,0.10187,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1339,266,190,-5.25,-46.75,0.5104,0.0872,0.4024,1.0257,269.225,25.6139,1255.3055,4.4,1.0531,0.11224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1340,267,190,-5.25,-46.25,0.7555,0.1102,0.1343,1.0982,302.42,25.75,1171.2778,4.634,0.5617,0.10033,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1341,268,190,-5.25,-45.75,0.7014,0.1227,0.1759,1.3772,222.9517,26.1722,1199.4722,4.828,0.6792,0.11167,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,269,190,-5.25,-45.25,0.6964,0.0952,0.2084,1.1718,228.15,26.2111,1302.8334,4.728,0.7892,0.08921,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1343,270,190,-5.25,-44.75,0.6985,0.1535,0.148,0.9402,161.4639,26.7889,1347.7778,4.95,0.6095,0.0642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,271,190,-5.25,-44.25,0.5717,0.2602,0.1681,0.6488,139.5903,26.8694,1287.5834,5.51,1.1029,0.0718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,201,191,-5.75,-79.25,0.328,0.3059,0.3661,10.5384,1699.0272,16.8778,805.7778,5.799,2.0223,0.17066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1346,202,191,-5.75,-78.75,0.6154,0.2105,0.1741,9.7359,1795.2683,22.025,878.5278,7.283,0.6201,0.1566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1347,203,191,-5.75,-78.25,0.6315,0.2221,0.1464,6.6188,1065.6226,18.7028,1001.9722,5.874,2.1087,0.16896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,204,191,-5.75,-77.75,0.5652,0.2608,0.174,9.3635,2046.998,17.3278,1166.0278,5.42,2.5148,0.1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,205,191,-5.75,-77.25,0.72,0.16,0.12,6.3065,1477.1597,22.0528,1494.7222,4.7,2.72,0.15474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,206,191,-5.75,-76.75,0.515,0.255,0.23,4.1174,1037.7942,23.2667,1751,4.3,2.175,0.14113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,207,191,-5.75,-76.25,0.254,0.3878,0.3582,1.8837,303.2217,26.3194,2083.25,4.354,1.8015,0.12717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1352,208,191,-5.75,-75.75,0.381,0.4378,0.1812,0.3166,160.5286,26.5417,2094.9167,4.93,2.8453,0.12742,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1353,209,191,-5.75,-75.25,0.18,0.7058,0.1142,0.3216,185.7731,26.7917,2180.6389,5.667,2.8989,0.11378,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1354,210,191,-5.75,-74.75,0.12,0.6598,0.2202,0.1436,122.9672,26.9556,2286.0557,5.497,2.4619,0.12649,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1355,211,191,-5.75,-74.25,0.12,0.6892,0.1908,0.1341,114.7561,26.975,2254.0833,5.588,2.5676,0.13684,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1356,212,191,-5.75,-73.75,0.328,0.4884,0.1836,0.142,115.5908,26.7917,2354.25,5.38,1.7964,0.11211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,213,191,-5.75,-73.25,0.5008,0.2228,0.2764,0.2349,153.3653,26.3639,2381.4722,4.96,0.7576,0.12416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1358,214,191,-5.75,-72.75,0.6114,0.1582,0.2304,0.2759,154.3103,26.0222,2382.3611,4.289,1.1859,0.13118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,215,191,-5.75,-72.25,0.5418,0.2022,0.256,0.272,153.8278,25.8972,2424.25,4.592,1.0894,0.13929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,216,191,-5.75,-71.75,0.72,0.09,0.19,0.2963,151.2792,25.7111,2446.5557,3.8,1.36,0.13421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,217,191,-5.75,-71.25,0.666,0.124,0.21,0.317,151.9253,25.7194,2450.8057,4.04,1.278,0.13571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,218,191,-5.75,-70.75,0.6498,0.1342,0.216,0.3377,147.7783,25.6861,2471.5557,4.112,1.2534,0.13106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,219,191,-5.75,-70.25,0.693,0.107,0.2,0.3484,142.1239,25.5806,2526.6389,3.92,1.319,0.13496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,220,191,-5.75,-69.75,0.72,0.09,0.19,0.3806,175.0522,25.5444,2601.3333,3.8,1.36,0.1208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,221,191,-5.75,-69.25,0.6174,0.1546,0.228,0.2735,144.6436,25.6278,2690.75,4.256,1.2042,0.11225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,222,191,-5.75,-68.75,0.603,0.1776,0.2194,0.3008,151.9806,25.5667,2688.75,4.088,1.3579,0.13766,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,223,191,-5.75,-68.25,0.1791,0.5653,0.2556,0.3252,144.8347,25.6556,2549.0278,3.913,2.2564,0.14686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1368,224,191,-5.75,-67.75,0.4111,0.2909,0.298,0.2062,132.7581,25.8833,2442.7222,4.597,1.1485,0.1186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,225,191,-5.75,-67.25,0.2562,0.4339,0.3099,0.1749,110.0503,25.95,2489.5833,3.986,1.6056,0.14585,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1370,226,191,-5.75,-66.75,0.1964,0.471,0.3326,0.2076,115.8292,26.0806,2562.1667,4.396,1.4584,0.14803,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1371,227,191,-5.75,-66.25,0.1962,0.4705,0.3333,0.2248,105.0761,26.1972,2649.4443,4.418,1.4472,0.14991,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1372,228,191,-5.75,-65.75,0.1976,0.474,0.3284,0.2447,96.2386,26.2889,2744.9167,4.264,1.5256,0.14054,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1373,229,191,-5.75,-65.25,0.1968,0.472,0.3312,0.2136,90.0792,26.3444,2819.8889,4.352,1.4808,0.11927,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1374,230,191,-5.75,-64.75,0.1792,0.4632,0.3576,0.2118,82.8667,26.4083,2710.5833,5.032,1.1184,0.12815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1375,231,191,-5.75,-64.25,0.1506,0.4753,0.3741,0.2028,66.3942,26.4639,2450.3889,5.195,0.9969,0.14653,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1376,232,191,-5.75,-63.75,0.1518,0.478,0.3702,0.1641,53.2917,26.4278,2353.7778,5.411,0.8223,0.13753,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1377,233,191,-5.75,-63.25,0.2073,0.4963,0.2964,0.221,50.135,26.3806,2439.4722,5.459,0.4971,0.14657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1378,234,191,-5.75,-62.75,0.25,0.6,0.15,0.1774,62.4014,26.3278,2511.5833,4.3,0.43,0.12334,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1379,235,191,-5.75,-62.25,0.265,0.5835,0.1515,0.1693,64.32,26.3778,2595.0278,4.276,0.4435,0.11952,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1380,236,191,-5.75,-61.75,0.435,0.3785,0.1865,0.1095,65.8064,26.4556,2657.9443,4.01,0.5995,0.12847,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1381,237,191,-5.75,-61.25,0.6,0.188,0.212,0.1769,55.2836,26.575,2575.5833,3.749,0.7495,0.12791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1382,238,191,-5.75,-60.75,0.723,0.0743,0.2027,0.2354,50.8772,26.6389,2519.9722,3.545,0.8566,0.122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1383,239,191,-5.75,-60.25,0.6598,0.1177,0.2225,0.1993,53.7631,26.6944,2437.3611,3.627,0.8518,0.11321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1384,240,191,-5.75,-59.75,0.3578,0.1536,0.4886,0.3116,57.7031,26.7028,2346.3611,3.722,1.4646,0.11241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1385,241,191,-5.75,-59.25,0.2677,0.1774,0.5549,0.5215,66.2544,26.6639,2288.3333,3.773,1.5989,0.11902,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1386,242,191,-5.75,-58.75,0.2412,0.1844,0.5744,0.4565,97.5494,26.5694,2254.8889,3.788,1.6384,0.12578,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1387,243,191,-5.75,-58.25,0.22,0.19,0.59,0.4738,134.423,26.3528,2214.9443,3.8,1.67,0.09835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1388,244,191,-5.75,-57.75,0.22,0.19,0.59,0.6974,171.7481,26.4528,2157.5278,3.8,1.67,0.11065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1389,245,191,-5.75,-57.25,0.22,0.19,0.59,0.9716,145.8205,26.625,2169.5278,3.8,1.67,0.10219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1390,246,191,-5.75,-56.75,0.22,0.19,0.59,0.9175,138.2369,26.5,2270.7222,3.8,1.67,0.09123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1391,247,191,-5.75,-56.25,0.2914,0.1858,0.5228,0.9873,170.8911,26.3444,2468.7778,3.954,1.5762,0.08912,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1392,248,191,-5.75,-55.75,0.7249,0.1603,0.1148,1.0218,179.7578,26.0417,2665.1111,4.889,1.0067,0.08599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,249,191,-5.75,-55.25,0.73,0.16,0.11,0.8641,243.9417,25.6333,2316.6111,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,250,191,-5.75,-54.75,0.73,0.16,0.11,0.7439,266.1994,25.5083,2112.4722,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,251,191,-5.75,-54.25,0.73,0.16,0.11,0.6431,233.6036,25.3778,1998.2222,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,252,191,-5.75,-53.75,0.73,0.16,0.11,0.8898,247.0219,25.0139,1922.2778,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,253,191,-5.75,-53.25,0.6311,0.1784,0.1905,1.1715,255.8811,24.9639,1875.3611,4.854,1.2553,0.09272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,254,191,-5.75,-52.75,0.6443,0.1732,0.1825,1.0783,237.1208,24.9722,1865.2778,4.822,1.1905,0.09053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,255,191,-5.75,-52.25,0.4226,0.1774,0.4,0.9205,219.9572,24.6806,1873.8334,4.204,1.348,0.08991,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1400,256,191,-5.75,-51.75,0.2106,0.1894,0.6,1.2085,279.2267,24.9,1875.1389,3.724,1.588,0.09286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1401,257,191,-5.75,-51.25,0.2032,0.1903,0.6065,0.8396,226.7583,25.0556,1883.8611,3.706,1.5909,0.09295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1402,258,191,-5.75,-50.75,0.2,0.19,0.61,1.4298,278.9192,25.1139,1903.75,3.7,1.6,0.09301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1403,259,191,-5.75,-50.25,0.2,0.19,0.61,1.6316,247.5603,25.7611,1904.5,3.7,1.6,0.09301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1404,260,191,-5.75,-49.75,0.2032,0.1903,0.6065,0.8762,192.7964,26.1361,1899.2222,3.706,1.5909,0.09295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1405,261,191,-5.75,-49.25,0.3888,0.2077,0.4035,0.9807,170.6017,26.575,1883.8055,4.054,1.0631,0.08429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,262,191,-5.75,-48.75,0.5156,0.2244,0.26,0.386,134.6864,26.4056,1785.75,4.366,0.7164,0.07013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,263,191,-5.75,-48.25,0.6175,0.1765,0.206,0.579,164.1736,26.3417,1685.1945,4.597,0.6674,0.07416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,264,191,-5.75,-47.75,0.7579,0.0822,0.1599,0.6052,166.4594,25.95,1569.4722,4.801,0.5982,0.07434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1409,265,191,-5.75,-47.25,0.8659,0.0496,0.0845,0.7001,180.6683,25.6861,1428.5278,4.196,0.4531,0.06466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1410,266,191,-5.75,-46.75,0.8318,0.0668,0.1014,0.8399,257.1597,25.3972,1341.1666,4.352,0.5134,0.06234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1411,267,191,-5.75,-46.25,0.7675,0.1002,0.1323,0.8485,237.9553,25.9333,1245.0555,4.616,0.5821,0.08747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1412,268,191,-5.75,-45.75,0.691,0.0655,0.2435,0.8836,216.6442,26.0583,1122.8889,4.62,0.908,0.07981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1413,269,191,-5.75,-45.25,0.691,0.0655,0.2435,0.8855,208.2417,26.3028,1112.1666,4.62,0.908,0.07007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1414,270,191,-5.75,-44.75,0.69,0.06,0.25,0.8565,200.9086,26.375,1184.1111,4.6,0.93,0.07105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1415,271,191,-5.75,-44.25,0.6836,0.0636,0.2528,0.8541,232.0739,26.5444,1183.3611,4.584,0.9432,0.07211,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1416,202,192,-6.25,-78.75,0.3886,0.2771,0.3343,11.1149,2073.9231,17.2583,819.8889,6.176,1.5065,0.15811,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1417,203,192,-6.25,-78.25,0.6856,0.1856,0.1288,11.5901,1806.2755,16.6917,833.6667,5.262,2.4628,0.14853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,204,192,-6.25,-77.75,0.6211,0.2244,0.1545,9.8555,2436.1841,14.2528,1013.8333,5.16,2.5889,0.15105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,205,192,-6.25,-77.25,0.4319,0.3476,0.2205,8.414,2519.3782,18.3139,1166.0555,6.04,2.3381,0.12377,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1420,206,192,-6.25,-76.75,0.4896,0.2794,0.231,5.3149,1307.6566,22.0583,1352.7222,5.396,2.3284,0.12422,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1421,207,192,-6.25,-76.25,0.3826,0.3091,0.3083,5.2388,728.0591,25.2111,1972.1111,4.177,1.8677,0.12698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1422,208,192,-6.25,-75.75,0.342,0.3848,0.2732,0.8915,207.9108,26.4944,2130.0833,4.748,2.4782,0.12638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1423,209,192,-6.25,-75.25,0.144,0.5774,0.2786,0.2689,174.0494,26.8278,2155.4167,5.253,2.2743,0.12158,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1424,210,192,-6.25,-74.75,0.124,0.7128,0.1632,0.1732,126.9044,26.8944,2249.25,5.669,2.6515,0.12233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1425,211,192,-6.25,-74.25,0.12,0.79,0.09,0.1343,124.8078,26.8167,2249.9443,5.9,2.93,0.11515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1426,212,192,-6.25,-73.75,0.268,0.5754,0.1566,0.2384,146.7247,26.4861,2324.8889,5.53,2.1234,0.13148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1427,213,192,-6.25,-73.25,0.4604,0.2496,0.29,0.283,166.5806,26.1583,2377.9167,5.091,0.7667,0.13805,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,214,192,-6.25,-72.75,0.6768,0.1172,0.206,0.2933,182.0372,25.875,2402.0278,3.992,1.2944,0.13541,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,215,192,-6.25,-72.25,0.6066,0.1614,0.232,0.2983,166.7517,25.775,2436.5278,4.304,1.1878,0.1374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,216,192,-6.25,-71.75,0.72,0.09,0.19,0.3056,169.2347,25.6778,2464,3.8,1.36,0.13421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,217,192,-6.25,-71.25,0.72,0.09,0.19,0.3333,168.6997,25.6361,2454.4167,3.8,1.36,0.13421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,218,192,-6.25,-70.75,0.6984,0.1036,0.198,0.3362,170.4356,25.6556,2444.3057,3.896,1.3272,0.12386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,219,192,-6.25,-70.25,0.72,0.09,0.19,0.3735,173.5483,25.5167,2471.8611,3.8,1.36,0.10571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,220,192,-6.25,-69.75,0.72,0.09,0.19,0.3311,176.8108,25.6139,2476.75,3.8,1.36,0.10403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,221,192,-6.25,-69.25,0.72,0.09,0.19,0.2746,157.2761,25.5556,2461.6943,3.8,1.36,0.11828,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,222,192,-6.25,-68.75,0.437,0.3394,0.2236,0.3278,166.9028,25.5667,2523.25,3.872,1.8276,0.12811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,223,192,-6.25,-68.25,0.2437,0.4621,0.2942,0.2762,153.6678,25.6972,2522.9167,4.599,1.5953,0.12032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1438,224,192,-6.25,-67.75,0.2812,0.4031,0.3157,0.2292,118.7964,25.8083,2464,4.32,1.4048,0.1393,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1439,225,192,-6.25,-67.25,0.2,0.48,0.32,0.1793,128.2139,25.8917,2489.1389,4,1.66,0.15445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1440,226,192,-6.25,-66.75,0.1986,0.4765,0.3249,0.2034,118.5025,26.0028,2539.5278,4.154,1.5816,0.15323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1441,227,192,-6.25,-66.25,0.1996,0.479,0.3214,0.1567,114.9525,26.1194,2603.0557,4.044,1.6376,0.13799,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1442,228,192,-6.25,-65.75,0.1954,0.4685,0.3361,0.2146,103.1781,26.2361,2703.1111,4.506,1.4024,0.1277,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1443,229,192,-6.25,-65.25,0.1962,0.4705,0.3333,0.2061,91.0781,26.3167,2891.4722,4.418,1.4472,0.11918,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1444,230,192,-6.25,-64.75,0.098,0.533,0.369,0.2336,75.0394,26.4139,2864.6943,4.23,1.401,0.11174,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,231,192,-6.25,-64.25,0.1523,0.5051,0.3426,0.1349,63.1172,26.4,2450.6667,5.052,0.8744,0.12169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1446,232,192,-6.25,-63.75,0.2128,0.583,0.2042,0.1911,72.3058,26.3556,2342.1111,4.331,0.6383,0.11762,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1447,233,192,-6.25,-63.25,0.236,0.566,0.198,0.2377,67.7311,26.3556,2405.8611,4.68,0.452,0.11915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1448,234,192,-6.25,-62.75,0.25,0.6,0.15,0.1282,71.2161,26.3389,2510.2778,4.3,0.43,0.11972,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1449,235,192,-6.25,-62.25,0.308,0.5188,0.1732,0.1734,63.5964,26.4194,2672.5,4.213,0.4851,0.13772,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1450,236,192,-6.25,-61.75,0.558,0.2318,0.2102,0.2602,54.4908,26.4389,2827.2778,3.817,0.7121,0.12976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1451,237,192,-6.25,-61.25,0.75,0.05,0.2,0.1959,64.9278,26.4472,2669.5278,3.5,0.88,0.11342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1452,238,192,-6.25,-60.75,0.7335,0.053,0.2135,0.2109,62.2144,26.5194,2532.0557,3.509,0.916,0.11396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1453,239,192,-6.25,-60.25,0.4324,0.1864,0.3812,0.2577,61.675,26.5583,2412.8611,3.772,1.163,0.11166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1454,240,192,-6.25,-59.75,0.22,0.19,0.59,0.5726,73.2631,26.4778,2310.2222,3.8,1.67,0.12776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1455,241,192,-6.25,-59.25,0.22,0.19,0.59,0.6216,99.7981,26.5361,2279.2778,3.8,1.67,0.07952,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1456,242,192,-6.25,-58.75,0.22,0.19,0.59,0.5867,112.8267,26.3611,2264.6667,3.8,1.67,0.06108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1457,243,192,-6.25,-58.25,0.2342,0.1866,0.5792,0.5943,154.7786,26.4694,2191.6389,3.818,1.6566,0.08327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1458,244,192,-6.25,-57.75,0.22,0.19,0.59,0.5815,143.4364,26.5861,2085.1943,3.8,1.67,0.09436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1459,245,192,-6.25,-57.25,0.22,0.19,0.59,0.7313,137.5192,26.3556,2153.3057,3.8,1.67,0.09019,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1460,246,192,-6.25,-56.75,0.22,0.19,0.59,1.1612,216.0442,26.075,2245.9722,3.8,1.67,0.08966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1461,247,192,-6.25,-56.25,0.2404,0.1888,0.5708,1.099,216.4253,26.0083,2279.5,3.844,1.6432,0.08951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1462,248,192,-6.25,-55.75,0.73,0.16,0.11,0.9175,241.4108,25.8056,2214.6111,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,249,192,-6.25,-55.25,0.73,0.16,0.11,0.9883,281.9625,25.525,2168.8889,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,250,192,-6.25,-54.75,0.73,0.16,0.11,0.682,263.0617,25.5222,2143.25,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,251,192,-6.25,-54.25,0.73,0.16,0.11,0.6208,241.9506,25.3861,2083.0278,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,252,192,-6.25,-53.75,0.73,0.16,0.11,0.6976,243.6511,25.0389,2017.6111,4.9,1,0.08595,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,253,192,-6.25,-53.25,0.6732,0.177,0.1498,1.0093,278.67,24.8944,1967.5,4.892,1.0942,0.09129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,254,192,-6.25,-52.75,0.4732,0.2453,0.2815,1.1223,263.6575,24.9417,1952.9166,4.888,1.3571,0.09894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,255,192,-6.25,-52.25,0.5479,0.2251,0.227,0.8995,221.1044,24.9194,1966.1666,4.776,0.99,0.08833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,256,192,-6.25,-51.75,0.428,0.2839,0.2881,1.4858,280.5064,24.7917,1962.0278,4.908,1.1481,0.09572,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1471,257,192,-6.25,-51.25,0.3052,0.2283,0.4665,1.0128,296.9919,24.7889,1955.0555,4.466,1.8569,0.11609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,258,192,-6.25,-50.75,0.424,0.211,0.365,1.4354,303.0681,25.0722,1918.8889,4.12,0.963,0.08883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,259,192,-6.25,-50.25,0.2352,0.1933,0.5715,2.6534,425.2367,24.4472,1883.25,3.766,1.4999,0.08961,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1474,260,192,-6.25,-49.75,0.2736,0.1969,0.5295,2.9875,343.3997,25.65,1785.9445,3.838,1.3907,0.08977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1475,261,192,-6.25,-49.25,0.52,0.22,0.26,1.2536,212.7861,26.2444,1702.5834,4.3,0.69,0.05774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,262,192,-6.25,-48.75,0.5156,0.2244,0.26,0.4392,166.31,26.1222,1631.8055,4.366,0.7164,0.0609,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,263,192,-6.25,-48.25,0.7262,0.141,0.1328,1.1343,187.8783,25.9778,1582.5834,4.917,0.6612,0.07077,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1478,264,192,-6.25,-47.75,0.5965,0.1322,0.2713,0.8025,212.4742,25.1944,1572.7222,5.793,0.824,0.06934,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1479,265,192,-6.25,-47.25,0.724,0.0889,0.1871,0.7463,208.615,25.2528,1481.6945,4.961,0.6235,0.07977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1480,266,192,-6.25,-46.75,0.91,0.03,0.06,0.6347,234.3794,25.175,1344.9722,4,0.36,0.06358,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
