"lat","lon","Sand","Silt","Clay","Slope","Elevation","MAT","MAP","pH","TOC","TN","Acrisols","Alisols","Andosols","Arenosols","Cambisols","Ferralsols","Fluvisols","Gleysols","Lixisols","Luvisols","Nitisols","Plinthosols","Podzols","Regosols","Umbrisols"
"0.010319893150020965","0.0031941590034894047","0.06609826459678267","0.052055196896922895","0.03300137386948625","0.008069034700622578","0.011027104644762531","0.006244096733809289","0.011612526488559274","0.09428358447374179","0.007313635876224304","0.049386812953974395","0.006057638176959196","0.0007452522270921707","0.0","0.00031334230886537494","0.0005151298628754114","0.00045973838096162353","0.015614484260343104","0.0027730085532295763","0.0","0.0","0.0","0.0006259696057132881","0.0","0.0","0.0"
"0.004703930661882951","0.0026593880367077488","0.02064803416518003","0.015558563526568224","0.011331174697140848","0.003242394736755345","0.021425958782594918","0.008052020650071299","0.00399404748650035","0.1835452390069108","0.01416101366292255","0.03909224969344277","0.0007298521016769307","0.0005730122516169812","0.0","7.794563806007858e-05","0.0012530423306036723","0.0005760926745389134","0.005827445762426693","0.0005420636716136416","0.0","0.0","0.0","0.00032660085531368535","9.957412631945481e-05","0.0","0.0004688346836252961"
"0.0022644870637580044","0.0014092182862934862","0.03623951503348473","0.014229482634311572","0.0111550244090341","0.005450843953328861","0.007029242878099174","0.002801604252526142","0.0024828293464493026","0.22071165984173374","0.005317492477845558","0.021398226492312114","0.0008192176188965451","0.0003959625639340081","0.0","0.0001650958290621987","0.00045815354409010873","0.00033800816622657726","0.004562601947222049","0.00015543826670111487","0.0","0.0","0.0","7.316464721348384e-05","0.0001037874860194576","0.0","0.0"
"0.006840329620360097","0.0030832588963732124","0.03827242674810628","0.0345770180688229","0.009190987803647438","0.01013967884954458","0.01037294142132103","0.005238003986916821","0.003495125887205254","0.16827792013287368","0.008507081789866417","0.03800134782305106","0.0033472165180335146","0.0004270916050285506","0.0","0.0","0.0003412866286348524","0.0015804603920103637","0.00250342927185854","0.0","0.0","0.0","0.0","0.00022366715943077675","0.0","0.0","0.0006791091904789116"
"0.01203400204854763","0.0040559505314751824","0.052714291329246384","0.022654824971637122","0.0055058331761797304","0.008735692788295758","0.009810907846709113","0.00249884362706774","0.008819426043454455","0.02874457550221061","0.0057006918396716845","0.032240731688669554","0.0007707950617719902","0.0005128545229459228","0.0","6.518621869692958e-06","0.000598715635716797","7.781399658494052e-05","0.0","0.0010656546533258226","0.0","0.0","0.0","6.691406084949175e-05","0.0","0.0","0.0"
"0.003491810951984722","0.0038726049256511638","0.02315251831511843","0.05219164330884866","0.008204477167501547","0.010975581253348004","0.01550212976235287","0.008827314881680606","0.003517308245666464","0.027308835069523214","0.014827689920128163","0.05152203414985941","0.0006910697215076598","0.0002550091643300356","0.0","6.860612597745503e-05","0.0003251458205325681","0.00023018186893893324","0.001482081105331973","0.0","0.0","0.0","0.0","0.0005373385596479124","0.0","0.0","0.0006656891152915662"
"0.015944668150986472","0.008318859756472846","0.04716200192805098","0.05643127253878699","0.029175360353752317","0.006576380550603071","0.011387333986056158","0.004009861296014991","0.006116805024708004","0.10202758365818672","0.00981582569492462","0.02436396433136837","0.0028599985607699187","0.0010035162597801463","0.0","0.0005980945048890531","0.0063796791303145075","0.0008662090456334475","0.0","0.0014522733415054485","0.0","0.0","0.0","0.0014273256439689798","0.0","0.0","0.0"
"0.014256795003136502","0.0036800490332498234","0.18041775449708675","0.013517034074966218","0.015716667136358577","0.007839230206029118","0.006025566454434925","0.015463293804969977","0.008853428223600841","0.09736141057703723","0.008581357111612255","0.016961658207173127","0.0029289013917218037","0.001007966533025814","0.0","7.29876656403513e-05","0.0018785030251415428","0.001067727213624696","0.0","0.0","0.0","0.0","0.0","0.0004655552427934829","0.0","0.0","0.0"
"0.00824776709691481","0.005214927477023986","0.05635641498750325","0.041453189595495404","0.03326248628829825","0.006085460931124853","0.00959881114650027","0.0031751876608309085","0.005634931120103497","0.11663509639698279","0.006938917827378737","0.03757078667452792","0.001733039993310988","0.0004601937850155176","0.0","0.0002806784269452092","0.0005710793320349938","0.0014603321707548536","0.021610062761121117","0.0010951561303065847","0.0","0.0","0.0","0.000308734855371424","8.465668254559686e-05","0.0","0.001717748501062607"
"0.01084131383618729","0.00532384862733273","0.03925484971892998","0.026870569350696816","0.019440048682221024","0.008512469098472527","0.025138493419334523","0.013101540718801525","0.004821349999200617","0.061913099080164735","0.005358436867914976","0.0679210182929492","0.0006656789160571576","0.0007529319053849303","0.0","0.0","0.0035180362519333414","0.001640931604848422","0.01763279810259331","0.0016213533883088836","0.0","0.0","0.0","0.0017452653037241393","0.0","0.0","0.0"
