OID_,lat,lon,occ_p
25011,-13.875,-50.125,117.57730000000006
25012,-13.875,-50.0416985,122.13650000000011
25013,-13.875,-49.9583015,129.2597000000001
25014,-13.875,-49.875,129.00630000000012
25015,-13.875,-49.7916985,118.12740000000005
25016,-13.9582996,-64.625,132.6533000000001
25017,-13.9582996,-64.5417023,130.06860000000006
25018,-13.9582996,-64.4582977,133.58550000000008
25019,-13.9582996,-64.375,118.19950000000004
25020,-13.9582996,-64.2917023,121.71160000000005
25021,-13.9582996,-64.2082977,101.15250000000002
25022,-13.9582996,-64.125,99.4085
25023,-13.9582996,-63.7083015,118.87200000000001
25024,-13.9582996,-63.625,133.37979999999996
25025,-13.9582996,-63.5416985,169.31270000000004
25026,-13.9582996,-63.4583015,169.75320000000002
25027,-13.9582996,-63.375,177.77700000000004
25028,-13.9582996,-63.2916985,98.28400000000002
25029,-13.9582996,-63.0416985,136.62999999999997
25030,-13.9582996,-62.9583015,101.7492
25031,-13.9582996,-62.875,135.02959999999996
25032,-13.9582996,-62.7916985,149.94819999999993
25033,-13.9582996,-62.7083015,135.49619999999996
25034,-13.9582996,-62.625,104.9065
25035,-13.9582996,-62.5416985,140.1461
25036,-13.9582996,-62.4583015,183.3152000000001
25037,-13.9582996,-62.375,174.89620000000005
25038,-13.9582996,-62.2916985,203.7167000000001
25039,-13.9582996,-62.2083015,153.37579999999997
25040,-13.9582996,-62.125,156.9347
25041,-13.9582996,-62.0416985,174.93950000000004
25042,-13.9582996,-61.9583015,184.86250000000007
25043,-13.9582996,-61.875,172.72080000000008
25044,-13.9582996,-61.7916985,164.6498
25045,-13.9582996,-61.7083015,166.20260000000002
25046,-13.9582996,-61.625,138.99599999999998
25047,-13.9582996,-61.5416985,97.19239999999998
25048,-13.9582996,-61.4583015,136.72339999999997
25049,-13.9582996,-61.375,85.06819999999995
25050,-13.9582996,-61.2916985,161.72070000000002
25051,-13.9582996,-61.2083015,170.5534
25052,-13.9582996,-61.125,178.52230000000006
25053,-13.9582996,-61.0416985,181.90730000000002
25054,-13.9582996,-60.9583015,103.99390000000001
25055,-13.9582996,-60.875,95.92880000000005
25056,-13.9582996,-60.7916985,104.76630000000004
25057,-13.9582996,-60.7083015,87.40680000000002
25058,-13.9582996,-60.625,170.16080000000005
25059,-13.9582996,-60.5416985,100.76880000000003
25060,-13.9582996,-60.4583015,149.30370000000005
25061,-13.9582996,-60.375,80.62649999999996
25062,-13.9582996,-60.2916985,82.84579999999994
25063,-13.9582996,-60.2083015,84.97689999999994
25064,-13.9582996,-60.125,88.52349999999998
25065,-13.9582996,-60.0416985,143.29070000000004
25066,-13.9582996,-59.9583015,145.8214000000001
25067,-13.9582996,-59.875,136.86430000000004
25068,-13.9582996,-59.7916985,127.78500000000003
25069,-13.9582996,-59.7083015,156.5933
25070,-13.9582996,-59.625,77.3065
25071,-13.9582996,-59.5416985,83.99439999999998
25072,-13.9582996,-59.4583015,79.56789999999998
25073,-13.9582996,-59.375,89.35240000000003
25074,-13.9582996,-59.2916985,83.26459999999999
25075,-13.9582996,-59.2083015,197.05060000000006
25076,-13.9582996,-59.125,159.53969999999998
25077,-13.9582996,-59.0416985,90.98240000000006
25078,-13.9582996,-58.9583015,101.58360000000005
25079,-13.9582996,-58.875,94.14160000000004
25080,-13.9582996,-58.7916985,107.62140000000005
25081,-13.9582996,-58.7083015,100.88330000000003
25082,-13.9582996,-58.625,90.96450000000004
25083,-13.9582996,-58.5416985,98.89330000000005
25084,-13.9582996,-58.4583015,87.05280000000002
25085,-13.9582996,-58.375,97.44920000000003
25086,-13.9582996,-58.2916985,91.79040000000005
25087,-13.9582996,-58.2083015,113.29170000000002
25088,-13.9582996,-58.125,155.8976
25089,-13.9582996,-58.0416985,77.25659999999998
25090,-13.9582996,-57.9583015,145.62170000000003
25091,-13.9582996,-57.875,144.10039999999998
25092,-13.9582996,-57.7916985,97.6678
25093,-13.9582996,-57.7083015,147.49519999999995
25094,-13.9582996,-57.625,93.90920000000004
25095,-13.9582996,-57.5416985,125.60669999999999
25096,-13.9582996,-57.4583015,102.34470000000005
25097,-13.9582996,-57.375,158.1778
25098,-13.9582996,-57.2916985,149.35320000000002
25099,-13.9582996,-57.2083015,102.71040000000002
25100,-13.9582996,-57.125,122.10109999999997
25101,-13.9582996,-57.0416985,188.83049999999992
25102,-13.9582996,-56.9583015,93.08190000000005
25103,-13.9582996,-56.875,88.76860000000006
25104,-13.9582996,-56.7916985,90.16420000000002
25105,-13.9582996,-56.7083015,195.97800000000004
25106,-13.9582996,-56.625,148.20490000000004
25107,-13.9582996,-56.5416985,151.39490000000004
25108,-13.9582996,-56.4583015,119.84440000000001
25109,-13.9582996,-56.375,142.76040000000006
25110,-13.9582996,-56.2916985,135.43480000000002
25111,-13.9582996,-56.2083015,142.57390000000004
25112,-13.9582996,-56.125,159.51760000000004
25113,-13.9582996,-56.0416985,182.6716
25114,-13.9582996,-55.9583015,102.3967
25115,-13.9582996,-55.875,135.45470000000003
25116,-13.9582996,-55.7916985,143.05700000000002
25117,-13.9582996,-55.7083015,187.49269999999996
25118,-13.9582996,-55.625,175.1189
25119,-13.9582996,-55.5416985,137.2059
25120,-13.9582996,-55.4583015,144.09489999999997
25121,-13.9582996,-55.375,99.06660000000002
25122,-13.9582996,-55.2916985,113.16060000000002
25123,-13.9582996,-55.2083015,134.02299999999997
25124,-13.9582996,-55.125,115.19730000000001
25125,-13.9582996,-55.0416985,98.43689999999998
25126,-13.9582996,-54.9583015,107.90249999999997
25127,-13.9582996,-54.875,102.48280000000003
25128,-13.9582996,-54.7916985,111.06640000000002
25129,-13.9582996,-54.7083015,129.60589999999996
25130,-13.9582996,-54.625,98.62809999999999
25131,-13.9582996,-54.5416985,89.77310000000001
25132,-13.9582996,-54.4583015,106.9871
25133,-13.9582996,-54.375,88.93220000000001
25134,-13.9582996,-54.2916985,98.78859999999999
25135,-13.9582996,-54.2083015,98.9065
25136,-13.9582996,-54.125,88.91250000000002
25137,-13.9582996,-54.0416985,91.0456
25138,-13.9582996,-53.9583015,100.78680000000006
25139,-13.9582996,-53.875,103.75230000000005
25140,-13.9582996,-53.7916985,102.55270000000002
25141,-13.9582996,-53.7083015,95.92040000000003
25142,-13.9582996,-53.625,91.46360000000004
25143,-13.9582996,-53.5416985,91.2727
25144,-13.9582996,-53.4583015,97.97270000000006
25145,-13.9582996,-53.375,99.47910000000003
25146,-13.9582996,-53.2916985,94.85880000000002
25147,-13.9582996,-53.2083015,100.89970000000002
25148,-13.9582996,-53.125,99.60720000000003
25149,-13.9582996,-53.0416985,89.90650000000001
25150,-13.9582996,-52.9583015,97.27020000000006
25151,-13.9582996,-52.875,99.41680000000002
25152,-13.9582996,-52.7916985,91.21050000000001
25153,-13.9582996,-52.7083015,112.4496
25154,-13.9582996,-52.625,126.15320000000001
25155,-13.9582996,-52.5416985,94.39260000000002
25156,-13.9582996,-52.4583015,112.79120000000003
25157,-13.9582996,-52.375,102.73810000000003
25158,-13.9582996,-52.2916985,100.71930000000002
25159,-13.9582996,-52.2083015,98.15340000000002
25160,-13.9582996,-52.125,101.12380000000002
25161,-13.9582996,-52.0416985,88.82020000000003
25162,-13.9582996,-51.9583015,102.26320000000008
25163,-13.9582996,-51.875,97.62210000000003
25164,-13.9582996,-51.7916985,120.76720000000005
25165,-13.9582996,-51.7083015,124.51950000000006
25166,-13.9582996,-51.625,107.01050000000006
25167,-13.9582996,-51.5416985,102.43860000000002
25168,-13.9582996,-51.4583015,99.20790000000001
25169,-13.9582996,-51.375,102.86370000000002
25170,-13.9582996,-51.2916985,144.92830000000004
25171,-13.9582996,-51.2083015,101.80880000000003
25172,-13.9582996,-51.125,106.48350000000003
25173,-13.9582996,-51.0416985,98.6035
25174,-13.9582996,-50.9583015,118.70140000000004
25175,-13.9582996,-50.875,128.88380000000006
25176,-13.9582996,-50.7916985,96.43480000000004
25177,-13.9582996,-50.7083015,102.98110000000004
25178,-13.9582996,-50.625,119.32250000000008
25179,-13.9582996,-50.5416985,126.21730000000005
25180,-13.9582996,-50.4583015,114.09610000000004
25181,-13.9582996,-50.375,124.82860000000004
25182,-13.9582996,-50.2916985,132.03210000000007
25183,-13.9582996,-50.2083015,111.89330000000004
25184,-13.9582996,-50.125,122.61150000000006
25185,-13.9582996,-50.0416985,144.59120000000004
25186,-13.9582996,-49.9583015,129.9841000000001
25187,-13.9582996,-49.875,110.09580000000004
25188,-13.9582996,-49.7916985,142.6621000000001
25189,-14.0417004,-64.625,116.83080000000001
25190,-14.0417004,-64.5417023,146.73780000000002
25191,-14.0417004,-64.4582977,130.89409999999998
25192,-14.0417004,-64.375,126.06379999999996
25193,-14.0417004,-64.2917023,98.34299999999999
25194,-14.0417004,-64.2082977,134.71469999999997
25195,-14.0417004,-64.125,99.65629999999999
25196,-14.0417004,-63.7083015,132.99680000000004
25197,-14.0417004,-63.625,166.17340000000002
25198,-14.0417004,-63.5416985,146.41049999999998
25199,-14.0417004,-63.4583015,193.8251000000001
25200,-14.0417004,-63.375,180.66240000000005
25201,-14.0417004,-63.2916985,128.38920000000005
25202,-14.0417004,-63.2083015,133.86109999999996
25203,-14.0417004,-63.125,164.491
25204,-14.0417004,-63.0416985,149.40889999999993
25205,-14.0417004,-62.9583015,135.62689999999995
25206,-14.0417004,-62.875,121.9586
25207,-14.0417004,-62.7916985,138.53419999999997
25208,-14.0417004,-62.7083015,123.91710000000005
25209,-14.0417004,-62.625,115.8959
25210,-14.0417004,-62.5416985,169.81280000000004
25211,-14.0417004,-62.4583015,139.6657
25212,-14.0417004,-62.375,175.49280000000007
25213,-14.0417004,-62.2916985,141.2786
25214,-14.0417004,-62.2083015,186.15890000000002
25215,-14.0417004,-62.125,199.54710000000017
25216,-14.0417004,-62.0416985,212.97450000000012
25217,-14.0417004,-61.9583015,188.59570000000008
25218,-14.0417004,-61.875,197.7929000000002
25219,-14.0417004,-61.7916985,140.73990000000003
25220,-14.0417004,-61.7083015,151.68459999999996
25221,-14.0417004,-61.625,157.79729999999995
25222,-14.0417004,-61.5416985,139.10699999999997
25223,-14.0417004,-61.4583015,102.60699999999999
25224,-14.0417004,-61.375,95.3037
25225,-14.0417004,-61.2916985,128.61619999999994
25226,-14.0417004,-61.2083015,129.58049999999994
25227,-14.0417004,-61.125,149.89950000000002
25228,-14.0417004,-61.0416985,152.46800000000002
25229,-14.0417004,-60.9583015,162.86870000000002
25230,-14.0417004,-60.875,106.97230000000003
25231,-14.0417004,-60.7916985,95.08510000000004
25232,-14.0417004,-60.7083015,88.13640000000001
25233,-14.0417004,-60.625,151.2416
25234,-14.0417004,-60.5416985,151.0325
25235,-14.0417004,-60.4583015,162.97720000000004
25236,-14.0417004,-60.375,75.54779999999995
25237,-14.0417004,-60.2916985,96.97860000000004
25238,-14.0417004,-60.2083015,95.36510000000006
25239,-14.0417004,-60.125,96.98870000000002
25240,-14.0417004,-60.0416985,96.13520000000004
25241,-14.0417004,-59.9583015,106.18280000000009
25242,-14.0417004,-59.875,96.40180000000005
25243,-14.0417004,-59.7916985,173.27940000000007
25244,-14.0417004,-59.7083015,152.9601
25245,-14.0417004,-59.625,108.21500000000002
25246,-14.0417004,-59.5416985,97.022
25247,-14.0417004,-59.4583015,92.52450000000006
25248,-14.0417004,-59.375,79.9699
25249,-14.0417004,-59.2916985,78.62649999999996
25250,-14.0417004,-59.2083015,101.18779999999998
25251,-14.0417004,-59.125,106.35810000000004
25252,-14.0417004,-59.0416985,83.3804
25253,-14.0417004,-58.9583015,92.07590000000006
25254,-14.0417004,-58.875,103.08030000000002
25255,-14.0417004,-58.7916985,101.16470000000002
25256,-14.0417004,-58.7083015,107.96160000000003
25257,-14.0417004,-58.625,82.9412
25258,-14.0417004,-58.5416985,100.62260000000006
25259,-14.0417004,-58.4583015,106.71800000000002
25260,-14.0417004,-58.375,98.60300000000002
25261,-14.0417004,-58.2916985,84.71279999999999
25262,-14.0417004,-58.2083015,114.65889999999999
25263,-14.0417004,-58.125,93.40770000000003
25264,-14.0417004,-58.0416985,152.34600000000003
25265,-14.0417004,-57.9583015,185.89549999999997
25266,-14.0417004,-57.875,88.13840000000002
25267,-14.0417004,-57.7916985,97.44000000000004
25268,-14.0417004,-57.7083015,106.20500000000001
25269,-14.0417004,-57.625,134.05290000000005
25270,-14.0417004,-57.5416985,116.48380000000003
25271,-14.0417004,-57.4583015,157.69279999999998
25272,-14.0417004,-57.375,122.86910000000002
25273,-14.0417004,-57.2916985,100.40120000000003
25274,-14.0417004,-57.2083015,97.73150000000001
25275,-14.0417004,-57.125,93.72630000000005
25276,-14.0417004,-57.0416985,157.69210000000004
25277,-14.0417004,-56.9583015,92.10280000000003
25278,-14.0417004,-56.875,144.30769999999998
25279,-14.0417004,-56.7916985,99.16570000000002
25280,-14.0417004,-56.7083015,148.87000000000003
25281,-14.0417004,-56.625,145.00790000000003
25282,-14.0417004,-56.5416985,98.77020000000005
25283,-14.0417004,-56.4583015,95.16390000000003
25284,-14.0417004,-56.375,132.81350000000003
25285,-14.0417004,-56.2916985,138.40810000000008
25286,-14.0417004,-56.2083015,139.42499999999995
25287,-14.0417004,-56.125,136.272
25288,-14.0417004,-56.0416985,138.58970000000002
25289,-14.0417004,-55.9583015,136.313
25290,-14.0417004,-55.875,101.8319
25291,-14.0417004,-55.7916985,178.89449999999997
25292,-14.0417004,-55.7083015,135.57589999999996
25293,-14.0417004,-55.625,121.26849999999999
25294,-14.0417004,-55.5416985,132.32739999999995
25295,-14.0417004,-55.4583015,122.18800000000002
25296,-14.0417004,-55.375,120.62420000000003
25297,-14.0417004,-55.2916985,104.84750000000004
25298,-14.0417004,-55.2083015,137.13880000000003
25299,-14.0417004,-55.125,134.4066
25300,-14.0417004,-55.0416985,126.24990000000001
25301,-14.0417004,-54.9583015,107.56059999999998
25302,-14.0417004,-54.875,101.2395
25303,-14.0417004,-54.7916985,104.501
25304,-14.0417004,-54.7083015,106.708
25305,-14.0417004,-54.625,117.90510000000002
25306,-14.0417004,-54.5416985,102.83680000000003
25307,-14.0417004,-54.4583015,94.50659999999998
25308,-14.0417004,-54.375,96.7024
25309,-14.0417004,-54.2916985,98.56810000000002
25310,-14.0417004,-54.2083015,88.80760000000001
25311,-14.0417004,-54.125,105.3982
25312,-14.0417004,-54.0416985,97.00560000000002
25313,-14.0417004,-53.9583015,101.81220000000005
25314,-14.0417004,-53.875,100.81090000000006
25315,-14.0417004,-53.7916985,100.24480000000003
25316,-14.0417004,-53.7083015,104.47890000000002
25317,-14.0417004,-53.625,98.01899999999999
25318,-14.0417004,-53.5416985,91.23620000000003
25319,-14.0417004,-53.4583015,98.53650000000003
25320,-14.0417004,-53.375,99.93780000000004
25321,-14.0417004,-53.2916985,100.38150000000003
25322,-14.0417004,-53.2083015,100.55250000000004
25323,-14.0417004,-53.125,97.48030000000003
25324,-14.0417004,-53.0416985,95.24460000000003
25325,-14.0417004,-52.9583015,86.25120000000001
25326,-14.0417004,-52.875,100.14750000000004
25327,-14.0417004,-52.7916985,99.96740000000001
25328,-14.0417004,-52.7083015,96.04040000000005
25329,-14.0417004,-52.625,91.59270000000006
25330,-14.0417004,-52.5416985,98.96450000000003
25331,-14.0417004,-52.4583015,98.31610000000002
25332,-14.0417004,-52.375,97.46420000000002
25333,-14.0417004,-52.2916985,87.42460000000003
25334,-14.0417004,-52.2083015,97.31820000000002
25335,-14.0417004,-52.125,102.09330000000004
25336,-14.0417004,-52.0416985,87.03560000000003
25337,-14.0417004,-51.9583015,97.13390000000005
25338,-14.0417004,-51.875,109.08670000000005
25339,-14.0417004,-51.7916985,102.16590000000002
25340,-14.0417004,-51.7083015,164.25250000000003
25341,-14.0417004,-51.625,109.96290000000003
25342,-14.0417004,-51.5416985,121.06160000000006
25343,-14.0417004,-51.4583015,130.40910000000008
25344,-14.0417004,-51.375,103.91720000000004
25345,-14.0417004,-51.2916985,92.6196
25346,-14.0417004,-51.2083015,129.87120000000007
25347,-14.0417004,-51.125,133.13030000000003
25348,-14.0417004,-51.0416985,109.3696
25349,-14.0417004,-50.9583015,92.1788
25350,-14.0417004,-50.875,126.20190000000004
25351,-14.0417004,-50.7916985,107.28390000000005
25352,-14.0417004,-50.7083015,106.77530000000007
25353,-14.0417004,-50.625,114.39790000000002
25354,-14.0417004,-50.5416985,125.85850000000006
25355,-14.0417004,-50.4583015,90.96699999999998
25356,-14.0417004,-50.375,119.94020000000006
25357,-14.0417004,-50.2916985,133.31470000000007
25358,-14.0417004,-50.2083015,143.38120000000004
25359,-14.0417004,-50.125,124.38430000000005
25360,-14.0417004,-50.0416985,121.78560000000009
25361,-14.0417004,-49.9583015,146.50950000000006
25362,-14.0417004,-49.875,133.4855000000001
25363,-14.0417004,-49.7916985,146.09310000000008
25364,-14.125,-64.625,126.04910000000004
25365,-14.125,-64.5417023,138.54829999999995
25366,-14.125,-64.4582977,129.30949999999996
25367,-14.125,-64.375,118.99490000000006
25368,-14.125,-64.2917023,119.61810000000006
25369,-14.125,-64.2082977,99.68250000000002
25370,-14.125,-64.125,124.51139999999994
25371,-14.125,-64.0417023,141.42109999999994
25372,-14.125,-63.9583015,101.79129999999999
25373,-14.125,-63.875,133.15689999999998
25374,-14.125,-63.7916985,110.8392
25375,-14.125,-63.7083015,133.70610000000005
25376,-14.125,-63.625,102.65540000000004
25377,-14.125,-63.375,195.0933000000001
25378,-14.125,-63.2916985,200.6549000000002
25379,-14.125,-63.2083015,182.27860000000004
25380,-14.125,-63.125,149.10589999999996
25381,-14.125,-63.0416985,147.84159999999994
25382,-14.125,-62.9583015,148.88849999999996
25383,-14.125,-62.875,180.83200000000008
25384,-14.125,-62.7916985,105.12460000000002
25385,-14.125,-62.7083015,187.68220000000005
25386,-14.125,-62.625,122.6116
25387,-14.125,-62.5416985,121.48220000000003
25388,-14.125,-62.4583015,183.15600000000006
25389,-14.125,-62.375,163.20269999999996
25390,-14.125,-62.2916985,155.81250000000003
25391,-14.125,-62.2083015,171.59210000000007
25392,-14.125,-62.125,173.33290000000008
25393,-14.125,-62.0416985,170.88770000000005
25394,-14.125,-61.9583015,190.49650000000008
25395,-14.125,-61.875,198.70190000000014
25396,-14.125,-61.7916985,151.39119999999997
25397,-14.125,-61.7083015,200.41210000000012
25398,-14.125,-61.625,161.9954
25399,-14.125,-61.5416985,129.34269999999995
25400,-14.125,-61.4583015,129.51060000000004
25401,-14.125,-61.375,111.34890000000001
25402,-14.125,-61.2916985,86.32089999999998
25403,-14.125,-61.2083015,132.16499999999994
25404,-14.125,-61.125,85.08759999999997
25405,-14.125,-61.0416985,152.5659
25406,-14.125,-60.9583015,168.18140000000002
25407,-14.125,-60.875,90.5129
25408,-14.125,-60.7916985,157.72949999999994
25409,-14.125,-60.7083015,105.49930000000003
25410,-14.125,-60.625,86.35589999999998
25411,-14.125,-60.5416985,78.50409999999998
25412,-14.125,-60.4583015,81.08049999999999
25413,-14.125,-60.375,155.89450000000005
25414,-14.125,-60.2916985,94.13640000000005
25415,-14.125,-60.2083015,102.31620000000004
25416,-14.125,-60.125,84.71039999999994
25417,-14.125,-60.0416985,88.62399999999998
25418,-14.125,-59.9583015,95.42290000000003
25419,-14.125,-59.875,102.07950000000004
25420,-14.125,-59.7916985,96.96480000000005
25421,-14.125,-59.7083015,171.2357000000001
25422,-14.125,-59.625,171.72220000000004
25423,-14.125,-59.5416985,98.06599999999999
25424,-14.125,-59.4583015,85.13070000000002
25425,-14.125,-59.375,121.62250000000006
25426,-14.125,-59.2916985,96.98620000000003
25427,-14.125,-59.2083015,106.27740000000003
25428,-14.125,-59.125,80.6921
25429,-14.125,-59.0416985,92.70740000000004
25430,-14.125,-58.9583015,87.30560000000001
25431,-14.125,-58.875,111.79680000000003
25432,-14.125,-58.7916985,104.32830000000004
25433,-14.125,-58.7083015,104.15930000000006
25434,-14.125,-58.625,97.41680000000004
25435,-14.125,-58.5416985,98.33620000000002
25436,-14.125,-58.4583015,104.50000000000001
25437,-14.125,-58.375,99.02840000000002
25438,-14.125,-58.2916985,104.06500000000004
25439,-14.125,-58.2083015,105.34470000000002
25440,-14.125,-58.125,102.16870000000003
25441,-14.125,-58.0416985,105.39020000000004
25442,-14.125,-57.9583015,135.9292
25443,-14.125,-57.875,80.52339999999998
25444,-14.125,-57.7916985,102.84390000000005
25445,-14.125,-57.7083015,100.51740000000001
25446,-14.125,-57.625,183.82309999999995
25447,-14.125,-57.5416985,162.68529999999998
25448,-14.125,-57.4583015,105.15970000000002
25449,-14.125,-57.375,99.29640000000006
25450,-14.125,-57.2916985,136.25360000000003
25451,-14.125,-57.2083015,141.7286
25452,-14.125,-57.125,109.02800000000003
25453,-14.125,-57.0416985,107.16940000000002
25454,-14.125,-56.9583015,91.70360000000001
25455,-14.125,-56.875,94.73300000000005
25456,-14.125,-56.7916985,128.99929999999998
25457,-14.125,-56.7083015,74.40319999999998
25458,-14.125,-56.625,91.67130000000004
25459,-14.125,-56.5416985,143.29080000000005
25460,-14.125,-56.4583015,145.6211
25461,-14.125,-56.375,132.82010000000002
25462,-14.125,-56.2916985,149.5396
25463,-14.125,-56.2083015,143.50869999999998
25464,-14.125,-56.125,143.82330000000005
25465,-14.125,-56.0416985,145.18970000000002
25466,-14.125,-55.9583015,128.98590000000002
25467,-14.125,-55.875,133.78750000000002
25468,-14.125,-55.7916985,138.7373
25469,-14.125,-55.7083015,123.88270000000003
25470,-14.125,-55.625,129.35490000000001
25471,-14.125,-55.5416985,136.84470000000005
25472,-14.125,-55.4583015,138.32230000000004
25473,-14.125,-55.375,129.1315
25474,-14.125,-55.2916985,178.96120000000002
25475,-14.125,-55.2083015,102.23980000000005
25476,-14.125,-55.125,105.04850000000002
25477,-14.125,-55.0416985,138.16330000000002
25478,-14.125,-54.9583015,131.77459999999996
25479,-14.125,-54.875,121.10519999999998
25480,-14.125,-54.7916985,132.92130000000003
25481,-14.125,-54.7083015,96.49520000000003
25482,-14.125,-54.625,96.75670000000002
25483,-14.125,-54.5416985,97.96900000000001
25484,-14.125,-54.4583015,101.15150000000003
25485,-14.125,-54.375,98.97750000000002
25486,-14.125,-54.2916985,105.4279
25487,-14.125,-54.2083015,93.2125
25488,-14.125,-54.125,95.93529999999998
25489,-14.125,-54.0416985,92.9773
25490,-14.125,-53.9583015,93.21569999999998
25491,-14.125,-53.875,100.27780000000001
25492,-14.125,-53.7916985,95.61500000000002
25493,-14.125,-53.7083015,108.18160000000002
25494,-14.125,-53.625,89.4531
25495,-14.125,-53.5416985,93.88620000000004
25496,-14.125,-53.4583015,102.25160000000001
25497,-14.125,-53.375,99.03040000000003
25498,-14.125,-53.2916985,96.8475
25499,-14.125,-53.2083015,92.8495
25500,-14.125,-53.125,100.16810000000004
25501,-14.125,-53.0416985,102.07440000000003
25502,-14.125,-52.9583015,87.86640000000003
25503,-14.125,-52.875,91.68570000000001
25504,-14.125,-52.7916985,88.54800000000002
25505,-14.125,-52.7083015,91.97640000000003
25506,-14.125,-52.625,96.08420000000005
25507,-14.125,-52.5416985,99.14910000000002
25508,-14.125,-52.4583015,92.19470000000005
25509,-14.125,-52.375,99.93280000000004
25510,-14.125,-52.2916985,95.66000000000005
25511,-14.125,-52.2083015,89.4824
25512,-14.125,-52.125,109.2276
25513,-14.125,-52.0416985,100.73270000000008
25514,-14.125,-51.9583015,100.01940000000002
25515,-14.125,-51.875,114.46770000000004
25516,-14.125,-51.7916985,123.9083000000001
25517,-14.125,-51.7083015,108.91630000000004
25518,-14.125,-51.625,169.7636
25519,-14.125,-51.5416985,112.26630000000002
25520,-14.125,-51.4583015,100.01630000000003
25521,-14.125,-51.375,102.17890000000001
25522,-14.125,-51.2916985,113.32410000000006
25523,-14.125,-51.2083015,107.05220000000003
25524,-14.125,-51.125,146.57470000000004
25525,-14.125,-51.0416985,117.38170000000004
25526,-14.125,-50.9583015,100.6102
25527,-14.125,-50.875,131.66760000000005
25528,-14.125,-50.7916985,98.04770000000002
25529,-14.125,-50.7083015,100.13140000000001
25530,-14.125,-50.625,103.81550000000003
25531,-14.125,-50.5416985,94.65360000000001
25532,-14.125,-50.4583015,109.83490000000005
25533,-14.125,-50.375,105.56710000000004
25534,-14.125,-50.2916985,127.4677000000001
25535,-14.125,-50.2083015,124.45600000000006
25536,-14.125,-50.125,121.81040000000003
25537,-14.125,-50.0416985,145.39830000000006
25538,-14.125,-49.9583015,132.68500000000012
25539,-14.125,-49.875,156.77230000000006
25540,-14.125,-49.7916985,144.84450000000007
25541,-14.2082996,-64.625,161.93210000000005
25542,-14.2082996,-64.5417023,150.8297
25543,-14.2082996,-64.4582977,145.90429999999995
25544,-14.2082996,-64.375,133.35680000000005
25545,-14.2082996,-64.2917023,131.75519999999997
25546,-14.2082996,-64.2082977,127.47649999999994
25547,-14.2082996,-64.125,102.7254
25548,-14.2082996,-64.0417023,134.67980000000006
25549,-14.2082996,-63.9583015,118.4583
25550,-14.2082996,-63.875,137.08450000000005
25551,-14.2082996,-63.7916985,104.89810000000001
25552,-14.2082996,-63.7083015,144.92029999999994
25553,-14.2082996,-63.625,138.00769999999997
25554,-14.2082996,-63.375,199.21990000000014
25555,-14.2082996,-63.2916985,184.1083000000001
25556,-14.2082996,-63.2083015,197.68270000000015
25557,-14.2082996,-63.125,194.12880000000004
25558,-14.2082996,-63.0416985,179.87380000000005
25559,-14.2082996,-62.9583015,106.1419
25560,-14.2082996,-62.875,182.5445
25561,-14.2082996,-62.7916985,150.43379999999993
25562,-14.2082996,-62.7083015,205.03500000000003
25563,-14.2082996,-62.625,174.5779
25564,-14.2082996,-62.5416985,135.87379999999996
25565,-14.2082996,-62.4583015,137.15489999999997
25566,-14.2082996,-62.375,102.73030000000003
25567,-14.2082996,-62.2916985,168.6656
25568,-14.2082996,-62.2083015,210.57380000000012
25569,-14.2082996,-62.125,198.98610000000016
25570,-14.2082996,-62.0416985,189.1443000000001
25571,-14.2082996,-61.9583015,183.40390000000008
25572,-14.2082996,-61.875,207.29920000000016
25573,-14.2082996,-61.7916985,197.12140000000016
25574,-14.2082996,-61.7083015,171.96250000000006
25575,-14.2082996,-61.625,147.54940000000005
25576,-14.2082996,-61.5416985,122.74319999999993
25577,-14.2082996,-61.4583015,126.92919999999995
25578,-14.2082996,-61.375,135.5964
25579,-14.2082996,-61.2916985,150.26930000000002
25580,-14.2082996,-61.2083015,143.5068
25581,-14.2082996,-61.125,136.5428
25582,-14.2082996,-61.0416985,138.6448
25583,-14.2082996,-60.9583015,152.36260000000004
25584,-14.2082996,-60.875,164.7319
25585,-14.2082996,-60.7916985,114.47020000000006
25586,-14.2082996,-60.7083015,87.34990000000002
25587,-14.2082996,-60.625,89.16050000000001
25588,-14.2082996,-60.5416985,173.73640000000006
25589,-14.2082996,-60.4583015,74.0808
25590,-14.2082996,-60.375,138.97530000000006
25591,-14.2082996,-60.2916985,135.63720000000004
25592,-14.2082996,-60.2083015,79.45119999999994
25593,-14.2082996,-60.125,143.99680000000004
25594,-14.2082996,-60.0416985,89.3682
25595,-14.2082996,-59.9583015,95.06800000000003
25596,-14.2082996,-59.875,80.17849999999993
25597,-14.2082996,-59.7916985,155.31960000000007
25598,-14.2082996,-59.7083015,90.9889
25599,-14.2082996,-59.625,121.97720000000005
25600,-14.2082996,-59.5416985,75.44340000000003
25601,-14.2082996,-59.4583015,78.85849999999996
25602,-14.2082996,-59.375,88.54790000000004
25603,-14.2082996,-59.2916985,99.58730000000003
25604,-14.2082996,-59.2083015,92.60070000000003
25605,-14.2082996,-59.125,98.31050000000005
25606,-14.2082996,-59.0416985,96.99040000000005
25607,-14.2082996,-58.9583015,107.65850000000006
25608,-14.2082996,-58.875,98.35190000000003
25609,-14.2082996,-58.7916985,100.64370000000004
25610,-14.2082996,-58.7083015,106.61560000000003
